Név,Dátum,Nyitó ár,Maximum ár,Minimum ár,Utolsó ár
BUX,2018.11.07.,37671.078948,38246.536833,37540.864268,38197.997237
BUX,2018.11.08.,38057.756377,38713.445604,37909.944311,38713.445604
BUX,2018.11.09.,38716.494662,38716.494662,38190.440465,38586.626778
BUX,2018.11.12.,38580.230567,38749.864375,38105.822766,38108.455459
BUX,2018.11.13.,38107.706358,38488.439511,38073.713862,38252.647278
BUX,2018.11.14.,38260.317494,39119.030765,38061.785976,39115.558172
BUX,2018.11.15.,39115.558172,39403.693008,38746.005208,39070.966594
BUX,2018.11.16.,39069.491786,39332.602785,38913.283271,39328.385846
BUX,2018.11.19.,39343.990887,39607.654276,39075.857766,39323.012303
BUX,2018.11.20.,39316.00026,39316.00026,38917.375359,39058.304467
BUX,2018.11.21.,39055.865222,39431.330292,39045.605566,39431.330292
BUX,2018.11.22.,39432.654858,39489.376177,39200.172958,39489.376177
BUX,2018.11.23.,39489.376177,39491.588389,39189.840281,39379.776143
BUX,2018.11.26.,39379.776143,39598.285987,39253.080458,39598.285987
BUX,2018.11.27.,39593.084306,39777.25847,39394.698914,39601.697739
BUX,2018.11.28.,39601.697739,39656.246318,39454.746681,39656.246318
BUX,2018.11.29.,39656.246318,39925.409258,39656.246318,39861.633883
BUX,2018.11.30.,39840.597754,40189.460534,39756.53591,40109.365846
BUX,2018.12.03.,40228.664555,40763.780794,40228.664555,40579.821769
BUX,2018.12.04.,40578.995946,40945.473846,40393.570219,40945.473846
BUX,2018.12.05.,40945.473846,40945.473846,40509.281601,40670.444729
BUX,2018.12.06.,40614.348385,40614.348385,39732.123328,39747.127212
BUX,2018.12.07.,39831.271728,40137.819503,39229.170925,39384.555814
BUX,2018.12.10.,39385.106362,39872.911766,39110.360255,39238.436
BUX,2018.12.11.,39240.875246,40004.147105,39240.875246,39860.234132
BUX,2018.12.12.,39820.467896,40105.897706,39629.349717,39887.220081
BUX,2018.12.13.,39886.482677,40062.633353,39757.976518,40041.705002
BUX,2018.12.14.,40041.705002,40125.721581,39711.022318,40125.721581
BUX,2018.12.17.,40125.721581,40125.721581,39662.907046,39675.758934
BUX,2018.12.18.,39682.770977,39682.770977,39322.327793,39475.606702
BUX,2018.12.19.,39475.23967,39966.192303,39070.645323,39966.192303
BUX,2018.12.20.,39807.127357,39807.127357,39304.462085,39592.67519
BUX,2018.12.21.,39585.663147,39678.304122,39215.90446,39578.631666
BUX,2018.12.27.,39578.873689,39586.299784,38902.17739,39006.517116
BUX,2018.12.28.,38998.714595,39365.517239,38887.546973,39138.949175
BUX,2019.01.02.,39032.905878,39811.997032,38805.946928,39734.063647
BUX,2019.01.03.,39741.259384,39970.146167,39511.065153,39672.59696
BUX,2019.01.04.,39671.779192,40206.539011,39626.294079,40145.177282
BUX,2019.01.07.,40144.828085,40569.467563,39932.935739,40569.467563
BUX,2019.01.08.,40569.81676,40813.130713,40337.950608,40809.818929
BUX,2019.01.09.,40813.81656,41103.235656,40568.454013,40784.267503
BUX,2019.01.10.,40738.246207,40830.498641,40409.356428,40795.504604
BUX,2019.01.11.,40782.249192,40886.06399,40518.634805,40886.06399
BUX,2019.01.14.,40740.329884,40742.859796,40368.52559,40667.653555
BUX,2019.01.15.,40667.928829,40824.935502,40442.882412,40600.260096
BUX,2019.01.16.,40600.9975,40933.042611,40470.272285,40933.042611
BUX,2019.01.17.,40902.361746,41186.002294,40655.397673,41180.049004
BUX,2019.01.18.,41180.321594,41504.723212,40989.265161,41503.905444
BUX,2019.01.21.,41505.504496,41521.109538,40752.45357,40893.712713
BUX,2019.01.22.,40924.393578,40996.343973,40687.750289,40963.712341
BUX,2019.01.23.,40965.100098,41006.159055,40741.775915,40818.6857
BUX,2019.01.24.,40818.6857,41038.714708,40718.289107,40890.939059
BUX,2019.01.25.,40892.413867,41058.597396,40775.136794,40944.823996
BUX,2019.01.28.,40971.334821,41332.314787,40811.585809,41332.314787
BUX,2019.01.29.,41333.789595,41368.66929,40983.445548,41145.999931
BUX,2019.01.30.,41169.01058,41176.022623,40691.481753,40862.967371
BUX,2019.01.31.,40929.244432,41133.240279,40803.642463,40855.560654
BUX,2019.02.01.,40873.766536,41069.582384,40452.170192,40973.33993
BUX,2019.02.04.,40972.120307,41004.935511,40771.898831,40856.967645
BUX,2019.02.05.,40828.919473,40899.648577,40303.616025,40474.393622
BUX,2019.02.06.,40474.724764,40730.716044,40339.908547,40597.262677
BUX,2019.02.07.,40598.737485,40600.100432,40078.907631,40173.726165
BUX,2019.02.08.,40173.726165,40173.726165,39614.67646,39704.610373
BUX,2019.02.11.,39705.829996,39991.937691,39597.136436,39769.47948
BUX,2019.02.12.,39772.677586,40508.957873,39772.677586,40488.09022
BUX,2019.02.13.,40502.481694,40562.349773,40022.017211,40221.179783
BUX,2019.02.14.,40222.173207,40316.051449,39856.221548,39898.652617
BUX,2019.02.15.,39919.459339,40180.529637,39728.70426,40179.835759
BUX,2019.02.18.,40185.037439,40653.735945,40185.037439,40653.386748
BUX,2019.02.19.,40655.704737,40662.71678,40328.563589,40560.444265
BUX,2019.02.20.,40561.243791,40683.836156,40377.462514,40582.832176
BUX,2019.02.21.,40572.428815,40721.824358,40359.185545,40721.477419
BUX,2019.02.22.,40720.740015,40877.027639,40526.869377,40814.595068
BUX,2019.02.25.,40814.595068,40988.764244,40667.463186,40987.946476
BUX,2019.02.26.,40921.669415,40928.634727,40500.603464,40819.081483
BUX,2019.02.27.,40814.284325,40891.658601,40292.776202,40525.284061
BUX,2019.02.28.,40518.272018,40604.654363,40295.88253,40333.038584
BUX,2019.03.01.,40328.528374,40455.873206,39998.339547,40170.655337
BUX,2019.03.04.,40226.751681,40599.833018,40203.038434,40593.476753
BUX,2019.03.05.,40593.476753,40856.777481,40528.708326,40718.497471
BUX,2019.03.06.,40718.497471,41086.897322,40642.354,41086.897322
BUX,2019.03.07.,41086.897322,41237.18631,40559.009628,40625.301844
BUX,2019.03.08.,40622.701004,40728.05266,40240.312755,40288.436998
BUX,2019.03.11.,40288.436998,40819.551373,40283.196976,40819.551373
BUX,2019.03.12.,40816.353268,40969.203953,40560.362199,40612.502588
BUX,2019.03.13.,40609.304483,41032.157995,40602.383951,40887.577656
BUX,2019.03.14.,40888.239939,41348.59169,40816.581564,41335.02392
BUX,2019.03.18.,41344.109411,42164.120425,41340.53752,42085.012959
BUX,2019.03.19.,42087.28473,42453.88198,41965.357142,42014.162031
BUX,2019.03.20.,42019.732539,42090.369687,41661.448189,41964.350179
BUX,2019.03.21.,41939.282892,41968.74824,41706.798657,41955.751971
BUX,2019.03.22.,41966.443317,42133.501123,41748.577593,41931.670416
BUX,2019.03.25.,41931.93285,41945.168215,41524.727204,41605.17238
BUX,2019.03.26.,41605.17238,42034.083629,41457.617762,41740.966494
BUX,2019.03.27.,41739.964802,41814.290205,41267.915543,41316.196362
BUX,2019.03.28.,41311.614357,41621.906784,41308.294946,41413.909021
BUX,2019.03.29.,41416.684372,41963.16803,41416.684372,41683.779922
BUX,2019.04.01.,41652.759242,42117.757347,41652.759242,42057.333409
BUX,2019.04.02.,42058.084678,42213.346434,41898.010702,42213.346434
BUX,2019.04.03.,42216.131688,42319.126258,42036.879772,42193.966671
BUX,2019.04.04.,42195.799473,42261.549912,41762.567339,41870.437737
BUX,2019.04.05.,41920.247222,42037.659795,41708.659403,41841.921173
BUX,2019.04.08.,41841.921173,42102.574935,41727.06562,41826.902471
BUX,2019.04.09.,41829.127101,42071.693732,41769.852271,42063.938562
BUX,2019.04.10.,42061.713931,42225.867463,41958.552569,42225.867463
BUX,2019.04.11.,42225.867463,42693.515468,42103.047012,42693.515468
BUX,2019.04.12.,42693.515468,42993.095023,42533.903416,42940.740134
BUX,2019.04.15.,42940.740134,42940.740134,42688.866786,42815.921539
BUX,2019.04.16.,42812.584594,43037.215681,42692.739772,42826.299044
BUX,2019.04.17.,42826.299044,43010.548565,42684.455133,43004.506074
BUX,2019.04.18.,43004.506074,43041.35419,42610.442968,42810.106373
BUX,2019.04.23.,42808.531766,43245.434113,42580.690796,43245.434113
BUX,2019.04.24.,43171.737881,43563.38334,43029.57053,43563.38334
BUX,2019.04.25.,43563.38334,43563.38334,42953.483762,43053.869716
BUX,2019.04.26.,43056.628887,43154.866546,42806.525032,43064.395077
BUX,2019.04.29.,43082.723099,43101.278535,42444.808351,42469.841682
BUX,2019.04.30.,42477.211305,42768.09678,42419.29971,42520.112881
BUX,2019.05.02.,42527.868051,42612.243656,42333.085414,42366.821977
BUX,2019.05.03.,42365.442391,42371.785422,41759.861593,41775.36247
BUX,2019.05.06.,41761.4362,41848.68672,41265.378628,41547.348452
BUX,2019.05.07.,41555.704422,41559.199532,40994.18359,41084.565644
BUX,2019.05.08.,41022.303787,41456.903005,41022.303787,41350.331706
BUX,2019.05.09.,41346.884991,41368.993861,41033.097624,41207.462227
BUX,2019.05.10.,41207.462227,41584.328851,41023.763691,41068.206416
BUX,2019.05.13.,41067.204724,41178.878232,40536.15502,40537.84982
BUX,2019.05.14.,40584.380006,40742.75187,39965.610971,40084.639113
BUX,2019.05.15.,40084.639113,40487.097763,40056.022609,40291.354436
BUX,2019.05.16.,40316.259179,40655.369875,40285.555155,40288.280801
BUX,2019.05.17.,40287.956262,40289.161806,39743.411601,39877.815675
BUX,2019.05.20.,39840.458561,40200.844189,39515.599323,39630.70743
BUX,2019.05.21.,39632.019602,39872.96888,39489.266541,39575.984254
BUX,2019.05.22.,39575.984254,40252.757296,39439.434105,40184.850673
BUX,2019.05.23.,40192.181881,40424.531086,39984.59144,40010.72361
BUX,2019.05.24.,40113.88811,40448.923011,40021.075387,40022.617249
BUX,2019.05.27.,40022.617249,40399.97683,39929.755298,40207.910444
BUX,2019.05.28.,40252.128184,40631.240813,40075.478938,40466.853453
BUX,2019.05.29.,40466.853453,41007.3623,40296.143924,40916.417399
BUX,2019.05.30.,40918.250201,41199.347708,40841.136072,41075.873582
BUX,2019.05.31.,41077.253167,41077.253167,40515.49266,40904.1152
BUX,2019.06.03.,40904.1152,41327.462358,40596.9042,41114.306247
BUX,2019.06.04.,41119.499186,41241.421723,40958.30256,41157.018548
BUX,2019.06.05.,41158.545883,41266.221514,40889.517767,41073.620662
BUX,2019.06.06.,41074.440772,41263.122484,40933.439664,41000.038268
BUX,2019.06.07.,41031.058947,41206.53491,41031.058947,41159.574307
BUX,2019.06.11.,41162.628978,41712.36852,41096.050818,41234.660318
BUX,2019.06.12.,41236.21565,41267.23633,40389.648642,40592.318794
BUX,2019.06.13.,40591.817948,40910.153526,40352.902474,40469.801515
BUX,2019.06.14.,40469.801515,40670.420224,40249.806479,40588.176013
BUX,2019.06.17.,40486.712624,40902.451561,40486.712624,40764.49473
BUX,2019.06.18.,40795.515409,40989.45774,40284.284208,40922.40737
BUX,2019.06.19.,40922.740465,41182.180591,40750.363477,40980.240626
BUX,2019.06.20.,40989.087649,41069.095112,40518.95833,40774.517527
BUX,2019.06.21.,40774.517527,40774.517527,40387.214458,40387.214458
BUX,2019.06.24.,40408.0628,40633.556747,40166.19931,40475.093117
BUX,2019.06.25.,40475.850649,40524.541769,40046.300007,40061.951144
BUX,2019.06.26.,40054.181695,40355.360002,39927.999043,40064.920813
BUX,2019.06.27.,40064.920813,40440.509851,40049.894673,40440.509851
BUX,2019.06.28.,40439.499813,40525.331769,40149.260054,40279.313183
BUX,2019.07.01.,40279.635104,40740.611303,40279.635104,40618.076112
BUX,2019.07.02.,40626.996835,40789.172614,40393.794288,40767.118127
BUX,2019.07.03.,40770.091701,41014.904839,40668.789653,40985.184759
BUX,2019.07.04.,40895.667485,41181.814846,40850.978617,40972.915855
BUX,2019.07.05.,40974.748041,41194.423776,40882.308125,41016.646694
BUX,2019.07.08.,41016.338682,41064.989088,40777.08381,40777.08381
BUX,2019.07.09.,40777.08381,40782.319794,40323.510244,40327.448849
BUX,2019.07.10.,40303.532137,40671.948947,40167.663556,40577.793267
BUX,2019.07.11.,40577.793266,41056.738088,40561.406681,40739.422872
BUX,2019.07.12.,40739.422872,40962.63052,40660.398162,40699.691902
BUX,2019.07.15.,40750.076719,40960.853012,40625.546154,40725.399452
BUX,2019.07.16.,40731.134699,40991.735442,40712.915428,40878.783407
BUX,2019.07.17.,40878.783407,41133.92461,40803.206182,40990.894897
BUX,2019.07.18.,40989.331008,41376.532201,40898.544594,41282.463556
BUX,2019.07.19.,41313.873786,41792.121303,41288.155743,41707.258684
BUX,2019.07.22.,41703.649226,41706.881133,41269.037508,41338.014816
BUX,2019.07.23.,41330.362002,41520.444674,41218.502379,41367.218747
BUX,2019.07.24.,41428.441252,41609.063295,41204.779953,41303.369622
BUX,2019.07.25.,41366.350644,41442.739719,41104.662507,41353.622206
BUX,2019.07.26.,41392.884993,41422.972157,40914.400099,40965.48076
BUX,2019.07.29.,40965.232042,41021.65402,40822.537436,41006.442358
BUX,2019.07.30.,40994.726619,41096.411615,40843.780929,40843.780929
BUX,2019.07.31.,40846.488023,40915.825036,40632.414319,40767.601616
BUX,2019.08.01.,40764.672681,40768.483751,40429.173652,40474.269362
BUX,2019.08.02.,40398.692137,40679.66344,40215.915116,40309.611832
BUX,2019.08.05.,40310.340832,40321.512249,39832.571105,39896.309382
BUX,2019.08.06.,39881.664708,40439.573738,39833.725707,40037.386707
BUX,2019.08.07.,40090.9564,40513.378451,40059.901993,40283.521276
BUX,2019.08.08.,40302.367414,40586.307559,40302.367414,40389.376618
BUX,2019.08.09.,40380.200223,40969.3868,40380.200223,40615.424451
BUX,2019.08.12.,40612.717357,41011.569428,40612.717357,40891.991368
BUX,2019.08.13.,40891.991368,40995.304429,40516.322078,40722.35802
BUX,2019.08.14.,40760.622086,40770.045155,40088.06894,40137.224992
BUX,2019.08.15.,40156.07113,40288.829166,39863.611,40018.667805
BUX,2019.08.16.,40015.509529,40275.469051,39984.099299,40005.898142
BUX,2019.08.21.,40068.879163,40133.699346,39473.735003,39648.209038
BUX,2019.08.22.,39645.280103,39882.595939,39271.430192,39394.712477
BUX,2019.08.23.,39470.289703,39668.431582,39238.97363,39519.58269
BUX,2019.08.26.,39527.235503,39735.36147,39082.05374,39661.466596
BUX,2019.08.27.,39662.040121,39739.507884,39072.176533,39107.941856
BUX,2019.08.28.,39095.345651,39173.781755,38672.093653,38706.562035
BUX,2019.08.29.,38704.346526,39406.117087,38701.761473,39264.477298
BUX,2019.08.30.,39314.862115,39854.170257,39288.337349,39794.118171
BUX,2019.09.02.,39794.118171,39874.552003,39622.589911,39707.431176
BUX,2019.09.03.,39653.861484,39653.861484,39047.118049,39405.190935
BUX,2019.09.04.,39404.693497,39899.786044,39312.480739,39753.486982
BUX,2019.09.05.,39751.766408,40194.812647,39704.821004,40180.896973
BUX,2019.09.06.,40186.754843,40313.75307,39943.359471,40312.463751
BUX,2019.09.09.,40284.194544,40516.165173,40099.174157,40484.754943
BUX,2019.09.10.,40484.754943,40514.912035,39798.681976,39956.962324
BUX,2019.09.11.,39956.962324,40287.907012,39923.139026,40202.60638
BUX,2019.09.12.,40164.817767,40322.544346,39960.667489,40066.95205
BUX,2019.09.13.,40069.819673,40382.9031,39876.588299,40285.20711
BUX,2019.09.16.,40287.011839,40856.189402,40095.747973,40819.557567
BUX,2019.09.17.,40819.557567,40862.832146,40478.966632,40596.706123
BUX,2019.09.18.,40508.532693,40932.541045,40502.051681,40930.237054
BUX,2019.09.19.,40924.379184,40941.421884,40674.570962,40922.304307
BUX,2019.09.20.,40916.446437,41147.812685,40836.336246,41116.91687
BUX,2019.09.23.,41124.756078,41127.687391,40654.494528,40800.213135
BUX,2019.09.24.,40862.048772,41015.465772,40624.415139,40848.043517
BUX,2019.09.25.,40845.21756,40849.594349,40289.193229,40553.924396
BUX,2019.09.26.,40522.00513,40761.654231,40306.063477,40534.279086
BUX,2019.09.27.,40537.105043,40903.363889,40512.728856,40890.737651
BUX,2019.09.30.,41016.165066,41016.165066,40462.445266,40601.182723
BUX,2019.10.01.,40613.54985,40664.817848,40112.384183,40112.384183
BUX,2019.10.02.,40106.00033,40145.716636,39416.767548,39416.767548
BUX,2019.10.03.,39425.245419,39829.894669,39425.245419,39547.586205
BUX,2019.10.04.,39547.586205,39934.210953,39547.586205,39826.507065
BUX,2019.10.07.,39820.062232,39937.567421,39673.101541,39803.957935
BUX,2019.10.08.,39803.639213,39845.283688,39401.449945,39491.524599
BUX,2019.10.09.,39485.872686,39715.129076,39383.787311,39544.61578
BUX,2019.10.10.,39519.881526,39612.423583,39329.417777,39466.345448
BUX,2019.10.11.,39466.345448,40361.916402,39464.846877,40332.557333
BUX,2019.10.14.,40332.876056,40736.629599,40038.648084,40733.700129
BUX,2019.10.15.,40733.700129,40787.87475,40414.724175,40578.176108
BUX,2019.10.16.,40572.903063,40734.43204,40265.671876,40404.657963
BUX,2019.10.17.,40404.657963,40746.241905,40354.14817,40717.165314
BUX,2019.10.18.,40717.372603,40826.333565,40484.334439,40826.333565
BUX,2019.10.21.,40857.690419,41237.901173,40730.090627,41234.577162
BUX,2019.10.22.,41234.577162,41854.887149,41175.604947,41845.949213
BUX,2019.10.24.,41848.812869,42600.716623,41795.993683,42475.527893
BUX,2019.10.25.,42475.527893,42546.080814,42000.816749,42159.363962
BUX,2019.10.28.,42157.050516,42209.778149,41890.136994,41938.536133
BUX,2019.10.29.,41985.571413,42481.830591,41923.424386,42453.163022
BUX,2019.10.30.,42453.163022,42810.349133,42342.08351,42796.696625
BUX,2019.10.31.,42833.798007,42930.060555,42043.058542,42159.577323
BUX,2019.11.04.,42307.982851,42817.547764,42301.185197,42817.547764
BUX,2019.11.05.,42848.904618,43248.205078,42546.701439,43236.797738
BUX,2019.11.06.,43189.762458,43334.500749,42999.891598,43291.611717
BUX,2019.11.07.,43362.164638,43599.262539,43274.339808,43598.193684
BUX,2019.11.08.,43591.748852,43749.975112,42956.777699,43441.421242
BUX,2019.11.11.,43441.421242,43441.421242,42945.714297,43038.673395
BUX,2019.11.12.,43038.673395,43504.121582,42969.936841,43492.327006
BUX,2019.11.13.,43492.952262,43492.952262,43165.383146,43216.341958
BUX,2019.11.14.,43217.29651,43323.759191,42960.268515,43218.284201
BUX,2019.11.15.,43218.284201,43421.18961,43184.836934,43384.629651
BUX,2019.11.18.,43390.281565,43916.546163,43314.537615,43867.734493
BUX,2019.11.19.,43867.734493,44105.408536,43571.059545,43618.781379
BUX,2019.11.20.,43680.617015,43952.395316,43435.258119,43938.904189
BUX,2019.11.21.,43938.904189,43938.904189,43511.279403,43654.36661
BUX,2019.11.22.,43654.843886,44086.422649,43617.005162,44053.951731
BUX,2019.11.25.,44078.685986,44407.509573,43903.063374,44314.451933
BUX,2019.11.26.,44264.983423,44305.95322,43661.249256,43781.964418
BUX,2019.11.27.,43770.660591,43987.971933,43564.466109,43599.690457
BUX,2019.11.28.,43599.289637,43901.592917,43546.924122,43799.845059
BUX,2019.11.29.,43818.007769,43885.709333,43593.724548,43704.854518
BUX,2019.12.02.,43693.550691,43912.749597,43370.303601,43370.303601
BUX,2019.12.03.,43345.569347,43513.65179,42961.098299,43048.249332
BUX,2019.12.04.,43048.249332,44083.073561,42927.600925,44078.023214
BUX,2019.12.05.,43991.453323,44365.266364,43860.673236,44182.06663
BUX,2019.12.06.,44229.10191,44289.531332,44013.103304,44207.495482
BUX,2019.12.09.,44199.656268,44685.436212,44117.616158,44640.376718
BUX,2019.12.10.,44640.376718,44843.155201,44248.517124,44248.517124
BUX,2019.12.11.,44248.642175,44663.349574,44159.946539,44603.48072
BUX,2019.12.12.,44601.723039,45382.679985,44601.723039,45382.679985
BUX,2019.12.13.,45432.148494,46031.262933,45395.78658,45760.147273
BUX,2019.12.16.,45763.965481,45991.284041,45437.207917,45603.921429
BUX,2019.12.17.,45542.085793,45674.47435,44833.234043,45035.352951
BUX,2019.12.18.,45026.875081,45656.796513,44879.997513,45656.796513
BUX,2019.12.19.,45657.115236,45944.682744,45406.135846,45944.682744
BUX,2019.12.20.,45930.55296,46050.531642,45580.031175,45606.346596
BUX,2019.12.23.,45608.847618,45984.455562,45399.288919,45984.455562
BUX,2019.12.30.,45984.455562,46113.971385,45794.27216,46082.821036
BUX,2020.01.02.,46084.427619,46476.195735,45879.115507,46230.218191
BUX,2020.01.03.,46217.851064,46217.851064,45904.821044,46141.223563
BUX,2020.01.06.,46062.831429,46062.831429,44658.758507,44658.758507
BUX,2020.01.07.,44674.436934,45268.740685,44412.051557,44490.798291
BUX,2020.01.08.,44514.73774,44932.180599,44201.119657,44932.180599
BUX,2020.01.09.,44932.180599,45601.422729,44932.180599,45493.151069
BUX,2020.01.10.,45493.151069,45723.147473,45307.724392,45364.138173
BUX,2020.01.13.,45364.138173,45667.061093,45170.901892,45447.51741
BUX,2020.01.14.,45459.884538,45538.223301,44960.31407,44960.31407
BUX,2020.01.15.,44960.447677,45165.502528,44499.612055,44565.03062
BUX,2020.01.16.,44559.378706,44756.083139,44264.437285,44350.394614
BUX,2020.01.17.,44351.094487,44731.89194,44135.991514,44422.806224
BUX,2020.01.20.,44428.458138,44772.909502,44325.475027,44470.93079
BUX,2020.01.21.,44471.260072,44609.930021,44038.700999,44132.001862
BUX,2020.01.22.,44129.072392,44629.949212,44129.072392,44597.048573
BUX,2020.01.23.,44535.212937,44838.761753,44357.791044,44823.2792
BUX,2020.01.24.,44823.029097,44989.649599,44473.082003,44515.972207
BUX,2020.01.27.,44523.002934,44534.306761,43858.885,43929.168973
BUX,2020.01.28.,43944.847399,44040.427235,43503.914111,43675.499193
BUX,2020.01.29.,43667.659979,43821.059248,43431.166645,43431.302177
BUX,2020.01.30.,43430.767749,43556.515255,43091.609518,43501.993698
BUX,2020.01.31.,43509.832912,43822.049307,43072.077745,43072.077745
BUX,2020.02.03.,43048.560105,43497.841136,43048.560105,43390.814467
BUX,2020.02.04.,43391.133189,44000.948051,43391.133189,43864.823904
BUX,2020.02.05.,43865.153186,44288.059936,43804.339377,44020.033906
BUX,2020.02.06.,44098.42604,44540.856055,44067.069186,44127.992357
BUX,2020.02.07.,44151.509997,44486.91627,43893.050972,44486.91627
BUX,2020.02.10.,44375.612125,44974.197314,44375.612125,44538.585358
BUX,2020.02.11.,44625.155249,44878.715823,44296.087611,44559.948871
BUX,2020.02.12.,44571.252698,44833.607454,44416.832161,44482.404005
BUX,2020.02.13.,44483.803752,44795.620437,44261.557643,44629.505623
BUX,2020.02.14.,44630.460175,45400.901138,44630.460175,44905.975826
BUX,2020.02.17.,44904.773365,45423.042701,44904.773365,45338.260848
BUX,2020.02.18.,45338.010745,45802.896127,45129.603881,45547.151407
BUX,2020.02.19.,45625.543542,46207.78142,45625.543542,46182.092492
BUX,2020.02.20.,46181.506598,46277.063902,45705.180469,45792.074463
BUX,2020.02.21.,45792.074463,46312.855814,45548.327183,45781.352708
BUX,2020.02.24.,45772.76174,45772.76174,44288.845619,44381.315684
BUX,2020.02.25.,44383.702064,44557.018008,43043.773232,43075.074286
BUX,2020.02.26.,43075.074286,43804.527652,42068.830415,43521.905718
BUX,2020.02.27.,43521.802074,43592.132993,42220.945373,42679.399322
BUX,2020.02.28.,42677.486986,42677.486986,40126.063168,40229.642527
BUX,2020.03.02.,40232.506183,41653.253124,40231.106436,41537.19897
BUX,2020.03.03.,41561.138419,43730.026285,41561.138419,43301.386114
BUX,2020.03.04.,43321.167811,43770.779309,42961.020007,43327.916289
BUX,2020.03.05.,43327.278844,43611.015473,42444.189391,42607.975188
BUX,2020.03.06.,42606.524169,42606.524169,40758.804407,41185.28949
BUX,2020.03.09.,41183.15178,41183.15178,37698.383248,38075.829124
BUX,2020.03.10.,38082.988264,39440.905302,38074.349884,38380.597475
BUX,2020.03.11.,38170.356312,39210.558199,36122.39267,36536.238862
BUX,2020.03.12.,36536.238862,36536.238862,32173.383469,32317.889028
BUX,2020.03.13.,32315.518202,34340.17131,32288.234575,34189.085557
BUX,2020.03.16.,34189.710812,34189.710812,29973.148819,32304.479517
BUX,2020.03.17.,32304.479517,32793.942934,30449.408525,31525.596597
BUX,2020.03.18.,31523.859707,31529.511621,29461.727743,29464.277524
BUX,2020.03.19.,29291.137742,30159.009289,28980.929036,29494.190903
BUX,2020.03.20.,29494.539255,31883.153896,29494.539255,30959.939711
BUX,2020.03.23.,30953.983414,31819.434614,29491.681242,30848.560643
BUX,2020.03.24.,30849.612639,32865.504257,30849.612639,32614.555735
BUX,2020.03.25.,32614.989648,34119.503308,32234.988209,32690.449135
BUX,2020.03.26.,32690.449135,33464.417739,32104.715735,32994.296642
BUX,2020.03.27.,32991.475257,33071.113675,31973.315137,32065.139321
BUX,2020.03.30.,32155.917922,32343.936405,31052.849559,31985.325977
BUX,2020.03.31.,31996.611516,34158.961226,31996.611516,33134.867342
BUX,2020.04.01.,33131.974588,33131.974588,32208.438597,32361.344351
BUX,2020.04.02.,32375.833019,33098.354672,31830.762744,32591.950032
BUX,2020.04.03.,32577.461364,32702.359443,31973.797187,32265.91965
BUX,2020.04.06.,32266.281244,33232.831979,32213.029025,32858.747962
BUX,2020.04.07.,33028.20135,34314.26481,32715.704135,32715.704135
BUX,2020.04.08.,32717.041248,33601.242587,32379.852928,32863.792053
BUX,2020.04.09.,32863.792053,33825.300446,32863.792053,33761.865811
BUX,2020.04.14.,33895.0078,34468.9038,33873.338,34468.9038
BUX,2020.04.15.,34470.087338,34470.087338,32538.633371,32710.553054
BUX,2020.04.16.,32728.656029,33116.966437,32209.201531,32217.990795
BUX,2020.04.17.,32219.89681,33173.397116,32219.89681,33173.397116
BUX,2020.04.20.,33170.182378,33346.638637,32699.074874,32927.46867
BUX,2020.04.21.,32926.039159,32926.039159,31418.785697,31582.312223
BUX,2020.04.22.,31579.691452,32412.780398,31373.109948,32328.273778
BUX,2020.04.23.,32350.018428,32874.993192,32269.066386,32805.495823
BUX,2020.04.24.,32805.495823,33021.833191,32529.528228,32964.667391
BUX,2020.04.27.,32982.33492,33458.304601,32982.33492,33196.845484
BUX,2020.04.28.,33199.228004,33938.975358,32977.996076,33808.220079
BUX,2020.04.29.,33810.126095,34822.041743,33809.249006,34815.091146
BUX,2020.04.30.,34803.805607,35923.369799,34803.805607,35180.899653
BUX,2020.05.04.,34914.615758,34926.719571,34240.82116,34576.837108
BUX,2020.05.05.,34577.313611,35367.961042,34577.313611,34604.439636
BUX,2020.05.06.,34605.182477,34879.031186,34351.978341,34557.170666
BUX,2020.05.07.,34557.315303,34945.580068,34317.663107,34613.570582
BUX,2020.05.08.,34635.303584,35046.201818,34289.191317,34796.128697
BUX,2020.05.11.,34797.911514,35568.286438,34797.911514,34908.117834
BUX,2020.05.12.,34817.339233,35387.050102,34811.287326,35143.127016
BUX,2020.05.13.,35076.556043,35104.388527,34518.754422,34518.754422
BUX,2020.05.14.,34507.882096,34596.717359,33837.828908,34144.567174
BUX,2020.05.15.,34160.875662,34699.476198,34041.49656,34046.129201
BUX,2020.05.18.,34046.129201,35320.037635,34046.129201,35307.506014
BUX,2020.05.19.,35310.300978,35957.209325,35310.300978,35452.207026
BUX,2020.05.20.,35470.310002,35660.430689,35097.599215,35635.523264
BUX,2020.05.21.,35635.523264,35750.505515,35461.840348,35494.52294
BUX,2020.05.22.,35493.569932,35493.569932,35029.268613,35050.921989
BUX,2020.05.25.,35056.547781,35408.313754,35056.547781,35210.596929
BUX,2020.05.26.,35349.790784,36199.453557,35349.790784,36085.774727
BUX,2020.05.27.,36085.123857,36652.5544,36007.238581,36346.090399
BUX,2020.05.28.,36527.647669,36989.827873,36206.223676,36340.47107
BUX,2020.05.29.,36339.430085,36339.430085,35556.802277,35875.708396
BUX,2020.06.02.,35875.708396,36299.052377,35828.761322,35967.410521
BUX,2020.06.03.,35966.519099,37322.533049,35961.790681,37317.038847
