"datetime","TIME PERIOD","EUR_HUF"
"2011-06-23","23 Jun 2011","269.36"
"2011-06-24","24 Jun 2011","269.50"
"2011-06-27","27 Jun 2011","268.96"
"2011-06-28","28 Jun 2011","269.73"
"2011-06-29","29 Jun 2011","267.05"
"2011-06-30","30 Jun 2011","266.11"
"2011-07-01","01 Jul 2011","264.93"
"2011-07-04","04 Jul 2011","264.03"
"2011-07-05","05 Jul 2011","264.64"
"2011-07-06","06 Jul 2011","265.06"
"2011-07-07","07 Jul 2011","264.00"
"2011-07-08","08 Jul 2011","263.08"
"2011-07-11","11 Jul 2011","266.14"
"2011-07-12","12 Jul 2011","267.90"
"2011-07-13","13 Jul 2011","269.88"
"2011-07-14","14 Jul 2011","269.60"
"2011-07-15","15 Jul 2011","270.70"
"2011-07-18","18 Jul 2011","272.98"
"2011-07-19","19 Jul 2011","271.50"
"2011-07-20","20 Jul 2011","269.18"
"2011-07-21","21 Jul 2011","267.93"
"2011-07-22","22 Jul 2011","266.65"
"2011-07-25","25 Jul 2011","268.95"
"2011-07-26","26 Jul 2011","267.78"
"2011-07-27","27 Jul 2011","268.20"
"2011-07-28","28 Jul 2011","268.20"
"2011-07-29","29 Jul 2011","269.97"
"2011-08-01","01 Aug 2011","267.90"
"2011-08-02","02 Aug 2011","270.12"
"2011-08-03","03 Aug 2011","272.38"
"2011-08-04","04 Aug 2011","272.09"
"2011-08-05","05 Aug 2011","274.10"
"2011-08-08","08 Aug 2011","273.95"
"2011-08-09","09 Aug 2011","274.70"
"2011-08-10","10 Aug 2011","273.18"
"2011-08-11","11 Aug 2011","276.77"
"2011-08-12","12 Aug 2011","273.68"
"2011-08-15","15 Aug 2011","271.66"
"2011-08-16","16 Aug 2011","271.18"
"2011-08-17","17 Aug 2011","269.40"
"2011-08-18","18 Aug 2011","272.13"
"2011-08-19","19 Aug 2011","272.15"
"2011-08-22","22 Aug 2011","272.83"
"2011-08-23","23 Aug 2011","271.78"
"2011-08-24","24 Aug 2011","272.05"
"2011-08-25","25 Aug 2011","272.40"
"2011-08-26","26 Aug 2011","272.66"
"2011-08-29","29 Aug 2011","272.55"
"2011-08-30","30 Aug 2011","272.79"
"2011-08-31","31 Aug 2011","272.00"
"2011-09-01","01 Sep 2011","273.11"
"2011-09-02","02 Sep 2011","275.43"
"2011-09-05","05 Sep 2011","277.62"
"2011-09-06","06 Sep 2011","277.23"
"2011-09-07","07 Sep 2011","276.35"
"2011-09-08","08 Sep 2011","276.95"
"2011-09-09","09 Sep 2011","280.07"
"2011-09-12","12 Sep 2011","282.55"
"2011-09-13","13 Sep 2011","283.59"
"2011-09-14","14 Sep 2011","286.23"
"2011-09-15","15 Sep 2011","285.50"
"2011-09-16","16 Sep 2011","287.25"
"2011-09-19","19 Sep 2011","290.41"
"2011-09-20","20 Sep 2011","290.33"
"2011-09-21","21 Sep 2011","293.05"
"2011-09-22","22 Sep 2011","293.06"
"2011-09-23","23 Sep 2011","291.75"
"2011-09-26","26 Sep 2011","289.42"
"2011-09-27","27 Sep 2011","286.36"
"2011-09-28","28 Sep 2011","290.38"
"2011-09-29","29 Sep 2011","291.85"
"2011-09-30","30 Sep 2011","292.55"
"2011-10-03","03 Oct 2011","294.50"
"2011-10-04","04 Oct 2011","299.63"
"2011-10-05","05 Oct 2011","298.84"
"2011-10-06","06 Oct 2011","296.55"
"2011-10-07","07 Oct 2011","296.63"
"2011-10-10","10 Oct 2011","293.60"
"2011-10-11","11 Oct 2011","295.05"
"2011-10-12","12 Oct 2011","292.03"
"2011-10-13","13 Oct 2011","291.80"
"2011-10-14","14 Oct 2011","292.70"
"2011-10-17","17 Oct 2011","293.94"
"2011-10-18","18 Oct 2011","298.40"
"2011-10-19","19 Oct 2011","295.80"
"2011-10-20","20 Oct 2011","296.24"
"2011-10-21","21 Oct 2011","298.46"
"2011-10-24","24 Oct 2011","297.40"
"2011-10-25","25 Oct 2011","297.07"
"2011-10-26","26 Oct 2011","297.86"
"2011-10-27","27 Oct 2011","302.20"
"2011-10-28","28 Oct 2011","300.35"
"2011-10-31","31 Oct 2011","303.55"
"2011-11-01","01 Nov 2011","309.48"
"2011-11-02","02 Nov 2011","305.36"
"2011-11-03","03 Nov 2011","302.90"
"2011-11-04","04 Nov 2011","304.05"
"2011-11-07","07 Nov 2011","306.71"
"2011-11-08","08 Nov 2011","307.36"
"2011-11-09","09 Nov 2011","310.50"
"2011-11-10","10 Nov 2011","310.67"
"2011-11-11","11 Nov 2011","310.52"
"2011-11-14","14 Nov 2011","315.60"
"2011-11-15","15 Nov 2011","314.77"
"2011-11-16","16 Nov 2011","314.00"
"2011-11-17","17 Nov 2011","312.17"
"2011-11-18","18 Nov 2011","305.30"
"2011-11-21","21 Nov 2011","307.07"
"2011-11-22","22 Nov 2011","305.40"
"2011-11-23","23 Nov 2011","309.60"
"2011-11-24","24 Nov 2011","309.93"
"2011-11-25","25 Nov 2011","314.32"
"2011-11-28","28 Nov 2011","308.91"
"2011-11-29","29 Nov 2011","309.08"
"2011-11-30","30 Nov 2011","307.63"
"2011-12-01","01 Dec 2011","302.50"
"2011-12-02","02 Dec 2011","301.69"
"2011-12-05","05 Dec 2011","299.98"
"2011-12-06","06 Dec 2011","300.20"
"2011-12-07","07 Dec 2011","300.23"
"2011-12-08","08 Dec 2011","301.02"
"2011-12-09","09 Dec 2011","305.08"
"2011-12-12","12 Dec 2011","305.16"
"2011-12-13","13 Dec 2011","304.39"
"2011-12-14","14 Dec 2011","304.65"
"2011-12-15","15 Dec 2011","302.25"
"2011-12-16","16 Dec 2011","303.38"
"2011-12-19","19 Dec 2011","303.23"
"2011-12-20","20 Dec 2011","300.56"
"2011-12-21","21 Dec 2011","302.38"
"2011-12-22","22 Dec 2011","306.45"
"2011-12-23","23 Dec 2011","306.89"
"2011-12-26","26 Dec 2011"
"2011-12-27","27 Dec 2011","305.53"
"2011-12-28","28 Dec 2011","307.05"
"2011-12-29","29 Dec 2011","310.75"
"2011-12-30","30 Dec 2011","314.58"
"2012-01-02","02 Jan 2012","314.38"
"2012-01-03","03 Jan 2012","315.55"
"2012-01-04","04 Jan 2012","320.01"
"2012-01-05","05 Jan 2012","320.78"
"2012-01-06","06 Jan 2012","318.45"
"2012-01-09","09 Jan 2012","315.27"
"2012-01-10","10 Jan 2012","312.31"
"2012-01-11","11 Jan 2012","311.93"
"2012-01-12","12 Jan 2012","307.88"
"2012-01-13","13 Jan 2012","309.71"
"2012-01-16","16 Jan 2012","309.75"
"2012-01-17","17 Jan 2012","310.93"
"2012-01-18","18 Jan 2012","306.15"
"2012-01-19","19 Jan 2012","302.11"
"2012-01-20","20 Jan 2012","304.68"
"2012-01-23","23 Jan 2012","301.89"
"2012-01-24","24 Jan 2012","302.38"
"2012-01-25","25 Jan 2012","298.38"
"2012-01-26","26 Jan 2012","294.80"
"2012-01-27","27 Jan 2012","293.95"
"2012-01-30","30 Jan 2012","296.04"
"2012-01-31","31 Jan 2012","293.91"
"2012-02-01","01 Feb 2012","292.49"
"2012-02-02","02 Feb 2012","292.87"
"2012-02-03","03 Feb 2012","291.80"
"2012-02-06","06 Feb 2012","293.01"
"2012-02-07","07 Feb 2012","291.66"
"2012-02-08","08 Feb 2012","289.65"
"2012-02-09","09 Feb 2012","290.90"
"2012-02-10","10 Feb 2012","293.58"
"2012-02-13","13 Feb 2012","290.45"
"2012-02-14","14 Feb 2012","291.58"
"2012-02-15","15 Feb 2012","289.63"
"2012-02-16","16 Feb 2012","293.90"
"2012-02-17","17 Feb 2012","290.14"
"2012-02-20","20 Feb 2012","287.40"
"2012-02-21","21 Feb 2012","288.03"
"2012-02-22","22 Feb 2012","288.82"
"2012-02-23","23 Feb 2012","289.50"
"2012-02-24","24 Feb 2012","288.71"
"2012-02-27","27 Feb 2012","291.73"
"2012-02-28","28 Feb 2012","289.63"
"2012-02-29","29 Feb 2012","288.71"
"2012-03-01","01 Mar 2012","287.86"
"2012-03-02","02 Mar 2012","289.30"
"2012-03-05","05 Mar 2012","291.26"
"2012-03-06","06 Mar 2012","293.43"
"2012-03-07","07 Mar 2012","296.28"
"2012-03-08","08 Mar 2012","292.90"
"2012-03-09","09 Mar 2012","291.90"
"2012-03-12","12 Mar 2012","293.48"
"2012-03-13","13 Mar 2012","294.37"
"2012-03-14","14 Mar 2012","292.20"
"2012-03-15","15 Mar 2012","291.32"
"2012-03-16","16 Mar 2012","290.64"
"2012-03-19","19 Mar 2012","289.44"
"2012-03-20","20 Mar 2012","289.38"
"2012-03-21","21 Mar 2012","291.53"
"2012-03-22","22 Mar 2012","293.50"
"2012-03-23","23 Mar 2012","294.48"
"2012-03-26","26 Mar 2012","292.63"
"2012-03-27","27 Mar 2012","291.80"
"2012-03-28","28 Mar 2012","292.66"
"2012-03-29","29 Mar 2012","294.36"
"2012-03-30","30 Mar 2012","294.92"
"2012-04-02","02 Apr 2012","295.00"
"2012-04-03","03 Apr 2012","293.80"
"2012-04-04","04 Apr 2012","295.63"
"2012-04-05","05 Apr 2012","295.95"
"2012-04-06","06 Apr 2012"
"2012-04-09","09 Apr 2012"
"2012-04-10","10 Apr 2012","295.75"
"2012-04-11","11 Apr 2012","298.15"
"2012-04-12","12 Apr 2012","296.90"
"2012-04-13","13 Apr 2012","297.05"
"2012-04-16","16 Apr 2012","298.88"
"2012-04-17","17 Apr 2012","297.35"
"2012-04-18","18 Apr 2012","296.84"
"2012-04-19","19 Apr 2012","297.23"
"2012-04-20","20 Apr 2012","296.64"
"2012-04-23","23 Apr 2012","298.73"
"2012-04-24","24 Apr 2012","297.69"
"2012-04-25","25 Apr 2012","287.83"
"2012-04-26","26 Apr 2012","287.90"
"2012-04-27","27 Apr 2012","287.25"
"2012-04-30","30 Apr 2012","286.75"
"2012-05-01","01 May 2012"
"2012-05-02","02 May 2012","283.50"
"2012-05-03","03 May 2012","283.18"
"2012-05-04","04 May 2012","284.85"
"2012-05-07","07 May 2012","286.48"
"2012-05-08","08 May 2012","286.46"
"2012-05-09","09 May 2012","290.70"
"2012-05-10","10 May 2012","288.31"
"2012-05-11","11 May 2012","289.90"
"2012-05-14","14 May 2012","291.77"
"2012-05-15","15 May 2012","292.25"
"2012-05-16","16 May 2012","294.32"
"2012-05-17","17 May 2012","297.85"
"2012-05-18","18 May 2012","297.25"
"2012-05-21","21 May 2012","297.49"
"2012-05-22","22 May 2012","297.05"
"2012-05-23","23 May 2012","302.00"
"2012-05-24","24 May 2012","299.78"
"2012-05-25","25 May 2012","300.77"
"2012-05-28","28 May 2012","298.38"
"2012-05-29","29 May 2012","297.90"
"2012-05-30","30 May 2012","298.95"
"2012-05-31","31 May 2012","301.65"
"2012-06-01","01 Jun 2012","306.00"
"2012-06-04","04 Jun 2012","303.06"
"2012-06-05","05 Jun 2012","302.19"
"2012-06-06","06 Jun 2012","300.04"
"2012-06-07","07 Jun 2012","295.05"
"2012-06-08","08 Jun 2012","296.60"
"2012-06-11","11 Jun 2012","295.92"
"2012-06-12","12 Jun 2012","296.92"
"2012-06-13","13 Jun 2012","296.43"
"2012-06-14","14 Jun 2012","297.63"
"2012-06-15","15 Jun 2012","296.64"
"2012-06-18","18 Jun 2012","292.60"
"2012-06-19","19 Jun 2012","288.61"
"2012-06-20","20 Jun 2012","286.95"
"2012-06-21","21 Jun 2012","285.83"
"2012-06-22","22 Jun 2012","287.66"
"2012-06-25","25 Jun 2012","287.53"
"2012-06-26","26 Jun 2012","286.40"
"2012-06-27","27 Jun 2012","287.28"
"2012-06-28","28 Jun 2012","287.83"
"2012-06-29","29 Jun 2012","287.77"
"2012-07-02","02 Jul 2012","286.20"
"2012-07-03","03 Jul 2012","286.23"
"2012-07-04","04 Jul 2012","285.36"
"2012-07-05","05 Jul 2012","285.95"
"2012-07-06","06 Jul 2012","287.60"
"2012-07-09","09 Jul 2012","289.61"
"2012-07-10","10 Jul 2012","288.12"
"2012-07-11","11 Jul 2012","288.75"
"2012-07-12","12 Jul 2012","288.60"
"2012-07-13","13 Jul 2012","288.95"
"2012-07-16","16 Jul 2012","288.15"
"2012-07-17","17 Jul 2012","286.81"
"2012-07-18","18 Jul 2012","285.90"
"2012-07-19","19 Jul 2012","284.05"
"2012-07-20","20 Jul 2012","285.97"
"2012-07-23","23 Jul 2012","288.34"
"2012-07-24","24 Jul 2012","288.93"
"2012-07-25","25 Jul 2012","288.61"
"2012-07-26","26 Jul 2012","284.81"
"2012-07-27","27 Jul 2012","282.65"
"2012-07-30","30 Jul 2012","279.70"
"2012-07-31","31 Jul 2012","278.94"
"2012-08-01","01 Aug 2012","280.38"
"2012-08-02","02 Aug 2012","279.93"
"2012-08-03","03 Aug 2012","278.95"
"2012-08-06","06 Aug 2012","275.66"
"2012-08-07","07 Aug 2012","277.11"
"2012-08-08","08 Aug 2012","277.93"
"2012-08-09","09 Aug 2012","276.79"
"2012-08-10","10 Aug 2012","278.90"
"2012-08-13","13 Aug 2012","279.10"
"2012-08-14","14 Aug 2012","278.62"
"2012-08-15","15 Aug 2012","279.39"
"2012-08-16","16 Aug 2012","278.39"
"2012-08-17","17 Aug 2012","278.78"
"2012-08-20","20 Aug 2012","277.84"
"2012-08-21","21 Aug 2012","275.18"
"2012-08-22","22 Aug 2012","277.20"
"2012-08-23","23 Aug 2012","276.37"
"2012-08-24","24 Aug 2012","277.98"
"2012-08-27","27 Aug 2012","277.65"
"2012-08-28","28 Aug 2012","280.98"
"2012-08-29","29 Aug 2012","283.41"
"2012-08-30","30 Aug 2012","285.29"
"2012-08-31","31 Aug 2012","283.65"
"2012-09-03","03 Sep 2012","284.90"
"2012-09-04","04 Sep 2012","284.75"
"2012-09-05","05 Sep 2012","284.60"
"2012-09-06","06 Sep 2012","285.44"
"2012-09-07","07 Sep 2012","287.00"
"2012-09-10","10 Sep 2012","285.41"
"2012-09-11","11 Sep 2012","284.88"
"2012-09-12","12 Sep 2012","283.33"
"2012-09-13","13 Sep 2012","283.53"
"2012-09-14","14 Sep 2012","281.75"
"2012-09-17","17 Sep 2012","282.98"
"2012-09-18","18 Sep 2012","283.82"
"2012-09-19","19 Sep 2012","283.10"
"2012-09-20","20 Sep 2012","284.40"
"2012-09-21","21 Sep 2012","282.24"
"2012-09-24","24 Sep 2012","283.28"
"2012-09-25","25 Sep 2012","283.33"
"2012-09-26","26 Sep 2012","285.78"
"2012-09-27","27 Sep 2012","284.92"
"2012-09-28","28 Sep 2012","284.89"
"2012-10-01","01 Oct 2012","285.13"
"2012-10-02","02 Oct 2012","285.56"
"2012-10-03","03 Oct 2012","286.15"
"2012-10-04","04 Oct 2012","285.61"
"2012-10-05","05 Oct 2012","282.75"
"2012-10-08","08 Oct 2012","283.75"
"2012-10-09","09 Oct 2012","283.40"
"2012-10-10","10 Oct 2012","282.15"
"2012-10-11","11 Oct 2012","281.85"
"2012-10-12","12 Oct 2012","281.40"
"2012-10-15","15 Oct 2012","278.53"
"2012-10-16","16 Oct 2012","278.51"
"2012-10-17","17 Oct 2012","279.00"
"2012-10-18","18 Oct 2012","277.19"
"2012-10-19","19 Oct 2012","279.30"
"2012-10-22","22 Oct 2012","279.57"
"2012-10-23","23 Oct 2012","281.77"
"2012-10-24","24 Oct 2012","280.89"
"2012-10-25","25 Oct 2012","279.72"
"2012-10-26","26 Oct 2012","281.99"
"2012-10-29","29 Oct 2012","285.13"
"2012-10-30","30 Oct 2012","284.58"
"2012-10-31","31 Oct 2012","284.05"
"2012-11-01","01 Nov 2012","282.22"
"2012-11-02","02 Nov 2012","281.42"
"2012-11-05","05 Nov 2012","282.58"
"2012-11-06","06 Nov 2012","281.80"
"2012-11-07","07 Nov 2012","282.10"
"2012-11-08","08 Nov 2012","284.57"
"2012-11-09","09 Nov 2012","284.40"
"2012-11-12","12 Nov 2012","283.60"
"2012-11-13","13 Nov 2012","284.36"
"2012-11-14","14 Nov 2012","285.06"
"2012-11-15","15 Nov 2012","284.28"
"2012-11-16","16 Nov 2012","284.18"
"2012-11-19","19 Nov 2012","283.42"
"2012-11-20","20 Nov 2012","281.56"
"2012-11-21","21 Nov 2012","281.27"
"2012-11-22","22 Nov 2012","279.06"
"2012-11-23","23 Nov 2012","280.49"
"2012-11-26","26 Nov 2012","281.83"
"2012-11-27","27 Nov 2012","280.06"
"2012-11-28","28 Nov 2012","281.10"
"2012-11-29","29 Nov 2012","279.30"
"2012-11-30","30 Nov 2012","281.03"
"2012-12-03","03 Dec 2012","281.89"
"2012-12-04","04 Dec 2012","282.39"
"2012-12-05","05 Dec 2012","282.62"
"2012-12-06","06 Dec 2012","283.48"
"2012-12-07","07 Dec 2012","283.96"
"2012-12-10","10 Dec 2012","283.51"
"2012-12-11","11 Dec 2012","282.14"
"2012-12-12","12 Dec 2012","282.33"
"2012-12-13","13 Dec 2012","283.50"
"2012-12-14","14 Dec 2012","283.76"
"2012-12-17","17 Dec 2012","287.19"
"2012-12-18","18 Dec 2012","288.40"
"2012-12-19","19 Dec 2012","286.81"
"2012-12-20","20 Dec 2012","286.13"
"2012-12-21","21 Dec 2012","287.20"
"2012-12-24","24 Dec 2012","290.19"
"2012-12-27","27 Dec 2012","291.43"
"2012-12-28","28 Dec 2012","290.79"
"2012-12-31","31 Dec 2012","292.30"
"2013-01-02","02 Jan 2013","291.71"
"2013-01-03","03 Jan 2013","291.09"
"2013-01-04","04 Jan 2013","290.95"
"2013-01-07","07 Jan 2013","291.57"
"2013-01-08","08 Jan 2013","292.70"
"2013-01-09","09 Jan 2013","290.66"
"2013-01-10","10 Jan 2013","291.59"
"2013-01-11","11 Jan 2013","296.56"
"2013-01-14","14 Jan 2013","297.08"
"2013-01-15","15 Jan 2013","294.72"
"2013-01-16","16 Jan 2013","294.99"
"2013-01-17","17 Jan 2013","293.58"
"2013-01-18","18 Jan 2013","292.74"
"2013-01-21","21 Jan 2013","292.55"
"2013-01-22","22 Jan 2013","294.32"
"2013-01-23","23 Jan 2013","294.57"
"2013-01-24","24 Jan 2013","294.90"
"2013-01-25","25 Jan 2013","297.89"
"2013-01-28","28 Jan 2013","298.40"
"2013-01-29","29 Jan 2013","297.40"
"2013-01-30","30 Jan 2013","296.08"
"2013-01-31","31 Jan 2013","292.27"
"2013-02-01","01 Feb 2013","292.37"
"2013-02-04","04 Feb 2013","293.23"
"2013-02-05","05 Feb 2013","292.33"
"2013-02-06","06 Feb 2013","294.23"
"2013-02-07","07 Feb 2013","294.35"
"2013-02-08","08 Feb 2013","292.22"
"2013-02-11","11 Feb 2013","291.72"
"2013-02-12","12 Feb 2013","291.28"
"2013-02-13","13 Feb 2013","289.10"
"2013-02-14","14 Feb 2013","292.52"
"2013-02-15","15 Feb 2013","292.38"
"2013-02-18","18 Feb 2013","291.97"
"2013-02-19","19 Feb 2013","290.79"
"2013-02-20","20 Feb 2013","291.31"
"2013-02-21","21 Feb 2013","292.47"
"2013-02-22","22 Feb 2013","292.55"
"2013-02-25","25 Feb 2013","293.54"
"2013-02-26","26 Feb 2013","294.93"
"2013-02-27","27 Feb 2013","295.55"
"2013-02-28","28 Feb 2013","295.80"
"2013-03-01","01 Mar 2013","295.23"
"2013-03-04","04 Mar 2013","296.71"
"2013-03-05","05 Mar 2013","298.87"
"2013-03-06","06 Mar 2013","298.55"
"2013-03-07","07 Mar 2013","299.50"
"2013-03-08","08 Mar 2013","297.64"
"2013-03-11","11 Mar 2013","303.40"
"2013-03-12","12 Mar 2013","304.65"
"2013-03-13","13 Mar 2013","305.65"
"2013-03-14","14 Mar 2013","305.30"
"2013-03-15","15 Mar 2013","305.11"
"2013-03-18","18 Mar 2013","307.17"
"2013-03-19","19 Mar 2013","305.20"
"2013-03-20","20 Mar 2013","304.97"
"2013-03-21","21 Mar 2013","305.42"
"2013-03-22","22 Mar 2013","307.25"
"2013-03-25","25 Mar 2013","306.45"
"2013-03-26","26 Mar 2013","304.50"
"2013-03-27","27 Mar 2013","304.12"
"2013-03-28","28 Mar 2013","304.42"
"2013-04-02","02 Apr 2013","301.91"
"2013-04-03","03 Apr 2013","302.10"
"2013-04-04","04 Apr 2013","301.38"
"2013-04-05","05 Apr 2013","301.13"
"2013-04-08","08 Apr 2013","297.75"
"2013-04-09","09 Apr 2013","297.65"
"2013-04-10","10 Apr 2013","298.11"
"2013-04-11","11 Apr 2013","297.79"
"2013-04-12","12 Apr 2013","294.55"
"2013-04-15","15 Apr 2013","294.31"
"2013-04-16","16 Apr 2013","294.75"
"2013-04-17","17 Apr 2013","294.54"
"2013-04-18","18 Apr 2013","297.97"
"2013-04-19","19 Apr 2013","298.24"
"2013-04-22","22 Apr 2013","299.79"
"2013-04-23","23 Apr 2013","299.45"
"2013-04-24","24 Apr 2013","299.55"
"2013-04-25","25 Apr 2013","301.24"
"2013-04-26","26 Apr 2013","301.57"
"2013-04-29","29 Apr 2013","298.15"
"2013-04-30","30 Apr 2013","300.12"
"2013-05-02","02 May 2013","297.08"
"2013-05-03","03 May 2013","296.12"
"2013-05-06","06 May 2013","296.40"
"2013-05-07","07 May 2013","296.25"
"2013-05-08","08 May 2013","293.31"
"2013-05-09","09 May 2013","293.13"
"2013-05-10","10 May 2013","293.18"
"2013-05-13","13 May 2013","293.33"
"2013-05-14","14 May 2013","295.53"
"2013-05-15","15 May 2013","292.27"
"2013-05-16","16 May 2013","290.51"
"2013-05-17","17 May 2013","290.56"
"2013-05-20","20 May 2013","289.99"
"2013-05-21","21 May 2013","290.42"
"2013-05-22","22 May 2013","289.06"
"2013-05-23","23 May 2013","292.18"
"2013-05-24","24 May 2013","290.40"
"2013-05-27","27 May 2013","289.23"
"2013-05-28","28 May 2013","285.85"
"2013-05-29","29 May 2013","288.03"
"2013-05-30","30 May 2013","293.33"
"2013-05-31","31 May 2013","296.11"
"2013-06-03","03 Jun 2013","295.40"
"2013-06-04","04 Jun 2013","291.53"
"2013-06-05","05 Jun 2013","294.67"
"2013-06-06","06 Jun 2013","297.37"
"2013-06-07","07 Jun 2013","295.72"
"2013-06-10","10 Jun 2013","297.20"
"2013-06-11","11 Jun 2013","299.71"
"2013-06-12","12 Jun 2013","296.40"
"2013-06-13","13 Jun 2013","294.85"
"2013-06-14","14 Jun 2013","291.41"
"2013-06-17","17 Jun 2013","290.60"
"2013-06-18","18 Jun 2013","293.62"
"2013-06-19","19 Jun 2013","293.99"
"2013-06-20","20 Jun 2013","298.80"
"2013-06-21","21 Jun 2013","298.87"
"2013-06-24","24 Jun 2013","299.97"
"2013-06-25","25 Jun 2013","296.85"
"2013-06-26","26 Jun 2013","297.28"
"2013-06-27","27 Jun 2013","294.98"
"2013-06-28","28 Jun 2013","294.85"
"2013-07-01","01 Jul 2013","294.07"
"2013-07-02","02 Jul 2013","293.33"
"2013-07-03","03 Jul 2013","294.88"
"2013-07-04","04 Jul 2013","295.80"
"2013-07-05","05 Jul 2013","294.80"
"2013-07-08","08 Jul 2013","294.52"
"2013-07-09","09 Jul 2013","292.95"
"2013-07-10","10 Jul 2013","294.00"
"2013-07-11","11 Jul 2013","292.47"
"2013-07-12","12 Jul 2013","292.82"
"2013-07-15","15 Jul 2013","292.01"
"2013-07-16","16 Jul 2013","292.60"
"2013-07-17","17 Jul 2013","293.85"
"2013-07-18","18 Jul 2013","294.97"
"2013-07-19","19 Jul 2013","295.58"
"2013-07-22","22 Jul 2013","293.95"
"2013-07-23","23 Jul 2013","294.49"
"2013-07-24","24 Jul 2013","295.59"
"2013-07-25","25 Jul 2013","296.78"
"2013-07-26","26 Jul 2013","296.56"
"2013-07-29","29 Jul 2013","297.88"
"2013-07-30","30 Jul 2013","299.10"
"2013-07-31","31 Jul 2013","299.67"
"2013-08-01","01 Aug 2013","298.83"
"2013-08-02","02 Aug 2013","300.25"
"2013-08-05","05 Aug 2013","298.56"
"2013-08-06","06 Aug 2013","299.65"
"2013-08-07","07 Aug 2013","299.52"
"2013-08-08","08 Aug 2013","298.91"
"2013-08-09","09 Aug 2013","298.43"
"2013-08-12","12 Aug 2013","297.09"
"2013-08-13","13 Aug 2013","298.87"
"2013-08-14","14 Aug 2013","298.62"
"2013-08-15","15 Aug 2013","298.96"
"2013-08-16","16 Aug 2013","300.34"
"2013-08-19","19 Aug 2013","300.71"
"2013-08-20","20 Aug 2013","299.25"
"2013-08-21","21 Aug 2013","299.67"
"2013-08-22","22 Aug 2013","299.40"
"2013-08-23","23 Aug 2013","298.98"
"2013-08-26","26 Aug 2013","297.85"
"2013-08-27","27 Aug 2013","300.28"
"2013-08-28","28 Aug 2013","302.81"
"2013-08-29","29 Aug 2013","300.46"
"2013-08-30","30 Aug 2013","300.78"
"2013-09-02","02 Sep 2013","300.05"
"2013-09-03","03 Sep 2013","301.32"
"2013-09-04","04 Sep 2013","301.30"
"2013-09-05","05 Sep 2013","302.35"
"2013-09-06","06 Sep 2013","300.67"
"2013-09-09","09 Sep 2013","300.43"
"2013-09-10","10 Sep 2013","299.28"
"2013-09-11","11 Sep 2013","299.44"
"2013-09-12","12 Sep 2013","301.27"
"2013-09-13","13 Sep 2013","300.54"
"2013-09-16","16 Sep 2013","298.78"
"2013-09-17","17 Sep 2013","299.13"
"2013-09-18","18 Sep 2013","298.47"
"2013-09-19","19 Sep 2013","295.72"
"2013-09-20","20 Sep 2013","299.28"
"2013-09-23","23 Sep 2013","299.05"
"2013-09-24","24 Sep 2013","299.89"
"2013-09-25","25 Sep 2013","300.12"
"2013-09-26","26 Sep 2013","299.87"
"2013-09-27","27 Sep 2013","299.63"
"2013-09-30","30 Sep 2013","298.15"
"2013-10-01","01 Oct 2013","296.07"
"2013-10-02","02 Oct 2013","296.70"
"2013-10-03","03 Oct 2013","295.92"
"2013-10-04","04 Oct 2013","296.92"
"2013-10-07","07 Oct 2013","295.83"
"2013-10-08","08 Oct 2013","295.22"
"2013-10-09","09 Oct 2013","296.20"
"2013-10-10","10 Oct 2013","295.52"
"2013-10-11","11 Oct 2013","294.87"
"2013-10-14","14 Oct 2013","295.70"
"2013-10-15","15 Oct 2013","295.32"
"2013-10-16","16 Oct 2013","296.13"
"2013-10-17","17 Oct 2013","294.41"
"2013-10-18","18 Oct 2013","294.43"
"2013-10-21","21 Oct 2013","293.72"
"2013-10-22","22 Oct 2013","294.31"
"2013-10-23","23 Oct 2013","292.24"
"2013-10-24","24 Oct 2013","292.79"
"2013-10-25","25 Oct 2013","292.82"
"2013-10-28","28 Oct 2013","292.73"
"2013-10-29","29 Oct 2013","293.14"
"2013-10-30","30 Oct 2013","293.63"
"2013-10-31","31 Oct 2013","294.89"
"2013-11-01","01 Nov 2013","296.51"
"2013-11-04","04 Nov 2013","295.75"
"2013-11-05","05 Nov 2013","297.00"
"2013-11-06","06 Nov 2013","296.72"
"2013-11-07","07 Nov 2013","295.78"
"2013-11-08","08 Nov 2013","296.22"
"2013-11-11","11 Nov 2013","297.29"
"2013-11-12","12 Nov 2013","298.50"
"2013-11-13","13 Nov 2013","298.66"
"2013-11-14","14 Nov 2013","297.63"
"2013-11-15","15 Nov 2013","298.41"
"2013-11-18","18 Nov 2013","297.06"
"2013-11-19","19 Nov 2013","296.96"
"2013-11-20","20 Nov 2013","296.78"
"2013-11-21","21 Nov 2013","297.46"
"2013-11-22","22 Nov 2013","297.98"
"2013-11-25","25 Nov 2013","298.21"
"2013-11-26","26 Nov 2013","298.72"
"2013-11-27","27 Nov 2013","299.08"
"2013-11-28","28 Nov 2013","299.46"
"2013-11-29","29 Nov 2013","301.10"
"2013-12-02","02 Dec 2013","302.20"
"2013-12-03","03 Dec 2013","302.90"
"2013-12-04","04 Dec 2013","302.49"
"2013-12-05","05 Dec 2013","301.83"
"2013-12-06","06 Dec 2013","302.25"
"2013-12-09","09 Dec 2013","301.57"
"2013-12-10","10 Dec 2013","300.79"
"2013-12-11","11 Dec 2013","302.25"
"2013-12-12","12 Dec 2013","303.49"
