"datetime","TIME PERIOD","EUR_HUF"
"1999-01-04","04 Jan 1999","251.48"
"1999-01-05","05 Jan 1999","250.80"
"1999-01-06","06 Jan 1999","250.67"
"1999-01-07","07 Jan 1999","250.09"
"1999-01-08","08 Jan 1999","250.15"
"1999-01-11","11 Jan 1999","249.70"
"1999-01-12","12 Jan 1999","249.20"
"1999-01-13","13 Jan 1999","255.01"
"1999-01-14","14 Jan 1999","253.84"
"1999-01-15","15 Jan 1999","253.34"
"1999-01-18","18 Jan 1999","250.78"
"1999-01-19","19 Jan 1999","250.64"
"1999-01-20","20 Jan 1999","249.99"
"1999-01-21","21 Jan 1999","250.17"
"1999-01-22","22 Jan 1999","250.16"
"1999-01-25","25 Jan 1999","250.47"
"1999-01-26","26 Jan 1999","250.69"
"1999-01-27","27 Jan 1999","250.08"
"1999-01-28","28 Jan 1999","249.34"
"1999-01-29","29 Jan 1999","249.24"
"1999-02-01","01 Feb 1999","248.97"
"1999-02-02","02 Feb 1999","248.99"
"1999-02-03","03 Feb 1999","249.00"
"1999-02-04","04 Feb 1999","248.77"
"1999-02-05","05 Feb 1999","248.91"
"1999-02-08","08 Feb 1999","248.64"
"1999-02-09","09 Feb 1999","249.75"
"1999-02-10","10 Feb 1999","251.05"
"1999-02-11","11 Feb 1999","249.64"
"1999-02-12","12 Feb 1999","249.32"
"1999-02-15","15 Feb 1999","249.66"
"1999-02-16","16 Feb 1999","249.56"
"1999-02-17","17 Feb 1999","251.09"
"1999-02-18","18 Feb 1999","252.06"
"1999-02-19","19 Feb 1999","251.88"
"1999-02-22","22 Feb 1999","250.12"
"1999-02-23","23 Feb 1999","249.90"
"1999-02-24","24 Feb 1999","252.23"
"1999-02-25","25 Feb 1999","252.56"
"1999-02-26","26 Feb 1999","253.91"
"1999-03-01","01 Mar 1999","254.53"
"1999-03-02","02 Mar 1999","252.14"
"1999-03-03","03 Mar 1999","254.02"
"1999-03-04","04 Mar 1999","254.62"
"1999-03-05","05 Mar 1999","253.16"
"1999-03-08","08 Mar 1999","250.51"
"1999-03-09","09 Mar 1999","250.34"
"1999-03-10","10 Mar 1999","252.83"
"1999-03-11","11 Mar 1999","252.87"
"1999-03-12","12 Mar 1999","253.34"
"1999-03-15","15 Mar 1999","253.46"
"1999-03-16","16 Mar 1999","253.66"
"1999-03-17","17 Mar 1999","253.81"
"1999-03-18","18 Mar 1999","254.60"
"1999-03-19","19 Mar 1999","253.64"
"1999-03-22","22 Mar 1999","253.25"
"1999-03-23","23 Mar 1999","254.12"
"1999-03-24","24 Mar 1999","256.11"
"1999-03-25","25 Mar 1999","255.25"
"1999-03-26","26 Mar 1999","253.90"
"1999-03-29","29 Mar 1999","253.96"
"1999-03-30","30 Mar 1999","254.89"
"1999-03-31","31 Mar 1999","254.82"
"1999-04-01","01 Apr 1999","254.41"
"1999-04-02","02 Apr 1999","253.97"
"1999-04-05","05 Apr 1999","253.30"
"1999-04-06","06 Apr 1999","253.16"
"1999-04-07","07 Apr 1999","254.12"
"1999-04-08","08 Apr 1999","253.53"
"1999-04-09","09 Apr 1999","253.33"
"1999-04-12","12 Apr 1999","254.82"
"1999-04-13","13 Apr 1999","253.69"
"1999-04-14","14 Apr 1999","253.67"
"1999-04-15","15 Apr 1999","253.65"
"1999-04-16","16 Apr 1999","252.68"
"1999-04-19","19 Apr 1999","251.52"
"1999-04-20","20 Apr 1999","251.27"
"1999-04-21","21 Apr 1999","250.21"
"1999-04-22","22 Apr 1999","249.49"
"1999-04-23","23 Apr 1999","251.60"
"1999-04-26","26 Apr 1999","250.70"
"1999-04-27","27 Apr 1999","250.74"
"1999-04-28","28 Apr 1999","251.27"
"1999-04-29","29 Apr 1999","250.58"
"1999-04-30","30 Apr 1999","250.52"
"1999-05-03","03 May 1999","250.02"
"1999-05-04","04 May 1999","249.50"
"1999-05-05","05 May 1999","250.19"
"1999-05-06","06 May 1999","250.60"
"1999-05-07","07 May 1999","251.55"
"1999-05-10","10 May 1999","250.48"
"1999-05-11","11 May 1999","249.78"
"1999-05-12","12 May 1999","250.06"
"1999-05-13","13 May 1999","249.99"
"1999-05-14","14 May 1999","250.27"
"1999-05-17","17 May 1999","250.46"
"1999-05-18","18 May 1999","250.28"
"1999-05-19","19 May 1999","249.73"
"1999-05-20","20 May 1999","250.05"
"1999-05-21","21 May 1999","250.09"
"1999-05-24","24 May 1999","250.28"
"1999-05-25","25 May 1999","250.97"
"1999-05-26","26 May 1999","250.43"
"1999-05-27","27 May 1999","249.93"
"1999-05-28","28 May 1999","250.12"
"1999-05-31","31 May 1999","249.64"
"1999-06-01","01 Jun 1999","249.20"
"1999-06-02","02 Jun 1999","248.62"
"1999-06-03","03 Jun 1999","248.78"
"1999-06-04","04 Jun 1999","248.41"
"1999-06-07","07 Jun 1999","248.55"
"1999-06-08","08 Jun 1999","248.94"
"1999-06-09","09 Jun 1999","249.59"
"1999-06-10","10 Jun 1999","249.80"
"1999-06-11","11 Jun 1999","249.83"
"1999-06-14","14 Jun 1999","249.87"
"1999-06-15","15 Jun 1999","249.80"
"1999-06-16","16 Jun 1999","249.07"
"1999-06-17","17 Jun 1999","249.22"
"1999-06-18","18 Jun 1999","249.55"
"1999-06-21","21 Jun 1999","249.32"
"1999-06-22","22 Jun 1999","249.13"
"1999-06-23","23 Jun 1999","248.57"
"1999-06-24","24 Jun 1999","249.48"
"1999-06-25","25 Jun 1999","250.55"
"1999-06-28","28 Jun 1999","249.99"
"1999-06-29","29 Jun 1999","249.87"
"1999-06-30","30 Jun 1999","249.64"
"1999-07-01","01 Jul 1999","249.30"
"1999-07-02","02 Jul 1999","249.12"
"1999-07-05","05 Jul 1999","249.08"
"1999-07-06","06 Jul 1999","248.97"
"1999-07-07","07 Jul 1999","249.06"
"1999-07-08","08 Jul 1999","248.35"
"1999-07-09","09 Jul 1999","249.18"
"1999-07-12","12 Jul 1999","248.68"
"1999-07-13","13 Jul 1999","249.08"
"1999-07-14","14 Jul 1999","248.96"
"1999-07-15","15 Jul 1999","249.34"
"1999-07-16","16 Jul 1999","249.42"
"1999-07-19","19 Jul 1999","249.01"
"1999-07-20","20 Jul 1999","250.92"
"1999-07-21","21 Jul 1999","251.35"
"1999-07-22","22 Jul 1999","251.82"
"1999-07-23","23 Jul 1999","251.79"
"1999-07-26","26 Jul 1999","253.61"
"1999-07-27","27 Jul 1999","252.82"
"1999-07-28","28 Jul 1999","252.71"
"1999-07-29","29 Jul 1999","253.34"
"1999-07-30","30 Jul 1999","253.56"
"1999-08-02","02 Aug 1999","253.32"
"1999-08-03","03 Aug 1999","253.27"
"1999-08-04","04 Aug 1999","253.88"
"1999-08-05","05 Aug 1999","254.47"
"1999-08-06","06 Aug 1999","254.15"
"1999-08-09","09 Aug 1999","253.97"
"1999-08-10","10 Aug 1999","254.19"
"1999-08-11","11 Aug 1999","253.68"
"1999-08-12","12 Aug 1999","253.68"
"1999-08-13","13 Aug 1999","253.99"
"1999-08-16","16 Aug 1999","253.13"
"1999-08-17","17 Aug 1999","252.96"
"1999-08-18","18 Aug 1999","253.14"
"1999-08-19","19 Aug 1999","253.13"
"1999-08-20","20 Aug 1999","254.20"
"1999-08-23","23 Aug 1999","253.81"
"1999-08-24","24 Aug 1999","253.16"
"1999-08-25","25 Aug 1999","252.64"
"1999-08-26","26 Aug 1999","252.91"
"1999-08-27","27 Aug 1999","252.94"
"1999-08-30","30 Aug 1999","252.99"
"1999-08-31","31 Aug 1999","253.89"
"1999-09-01","01 Sep 1999","254.26"
"1999-09-02","02 Sep 1999","255.66"
"1999-09-03","03 Sep 1999","255.85"
"1999-09-06","06 Sep 1999","256.25"
"1999-09-07","07 Sep 1999","255.12"
"1999-09-08","08 Sep 1999","255.04"
"1999-09-09","09 Sep 1999","254.93"
"1999-09-10","10 Sep 1999","254.51"
"1999-09-13","13 Sep 1999","254.03"
"1999-09-14","14 Sep 1999","253.67"
"1999-09-15","15 Sep 1999","254.57"
"1999-09-16","16 Sep 1999","254.78"
"1999-09-17","17 Sep 1999","255.33"
"1999-09-20","20 Sep 1999","255.01"
"1999-09-21","21 Sep 1999","254.51"
"1999-09-22","22 Sep 1999","255.29"
"1999-09-23","23 Sep 1999","255.59"
"1999-09-24","24 Sep 1999","255.99"
"1999-09-27","27 Sep 1999","254.97"
"1999-09-28","28 Sep 1999","256.13"
"1999-09-29","29 Sep 1999","256.89"
"1999-09-30","30 Sep 1999","257.69"
"1999-10-01","01 Oct 1999","258.95"
"1999-10-04","04 Oct 1999","258.23"
"1999-10-05","05 Oct 1999","257.78"
"1999-10-06","06 Oct 1999","258.08"
"1999-10-07","07 Oct 1999","258.19"
"1999-10-08","08 Oct 1999","257.39"
"1999-10-11","11 Oct 1999","257.01"
"1999-10-12","12 Oct 1999","256.67"
"1999-10-13","13 Oct 1999","258.17"
"1999-10-14","14 Oct 1999","257.84"
"1999-10-15","15 Oct 1999","258.54"
"1999-10-18","18 Oct 1999","258.59"
"1999-10-19","19 Oct 1999","258.58"
"1999-10-20","20 Oct 1999","257.70"
"1999-10-21","21 Oct 1999","257.77"
"1999-10-22","22 Oct 1999","257.72"
"1999-10-25","25 Oct 1999","257.62"
"1999-10-26","26 Oct 1999","257.77"
"1999-10-27","27 Oct 1999","256.13"
"1999-10-28","28 Oct 1999","256.24"
"1999-10-29","29 Oct 1999","255.32"
"1999-11-01","01 Nov 1999","256.19"
"1999-11-02","02 Nov 1999","255.71"
"1999-11-03","03 Nov 1999","255.66"
"1999-11-04","04 Nov 1999","255.68"
"1999-11-05","05 Nov 1999","255.13"
"1999-11-08","08 Nov 1999","255.16"
"1999-11-09","09 Nov 1999","255.37"
"1999-11-10","10 Nov 1999","255.20"
"1999-11-11","11 Nov 1999","255.37"
"1999-11-12","12 Nov 1999","254.62"
"1999-11-15","15 Nov 1999","254.69"
"1999-11-16","16 Nov 1999","254.91"
"1999-11-17","17 Nov 1999","255.49"
"1999-11-18","18 Nov 1999","255.35"
"1999-11-19","19 Nov 1999","254.64"
"1999-11-22","22 Nov 1999","254.94"
"1999-11-23","23 Nov 1999","255.02"
"1999-11-24","24 Nov 1999","254.28"
"1999-11-25","25 Nov 1999","254.25"
"1999-11-26","26 Nov 1999","253.58"
"1999-11-29","29 Nov 1999","253.83"
"1999-11-30","30 Nov 1999","254.15"
"1999-12-01","01 Dec 1999","254.35"
"1999-12-02","02 Dec 1999","253.71"
"1999-12-03","03 Dec 1999","253.15"
"1999-12-06","06 Dec 1999","254.41"
"1999-12-07","07 Dec 1999","254.90"
"1999-12-08","08 Dec 1999","254.78"
"1999-12-09","09 Dec 1999","254.55"
"1999-12-10","10 Dec 1999","254.28"
"1999-12-13","13 Dec 1999","254.21"
"1999-12-14","14 Dec 1999","253.61"
"1999-12-15","15 Dec 1999","253.55"
"1999-12-16","16 Dec 1999","254.60"
"1999-12-17","17 Dec 1999","254.51"
"1999-12-20","20 Dec 1999","254.25"
"1999-12-21","21 Dec 1999","254.21"
"1999-12-22","22 Dec 1999","254.21"
"1999-12-23","23 Dec 1999","254.50"
"1999-12-24","24 Dec 1999","254.86"
"1999-12-27","27 Dec 1999","255.08"
"1999-12-28","28 Dec 1999","254.99"
"1999-12-29","29 Dec 1999","254.63"
"1999-12-30","30 Dec 1999","254.70"
"1999-12-31","31 Dec 1999"
"2000-01-03","03 Jan 2000","254.53"
"2000-01-04","04 Jan 2000","254.52"
"2000-01-05","05 Jan 2000","254.51"
"2000-01-06","06 Jan 2000","254.45"
"2000-01-07","07 Jan 2000","254.63"
"2000-01-10","10 Jan 2000","254.69"
"2000-01-11","11 Jan 2000","254.72"
"2000-01-12","12 Jan 2000","254.78"
"2000-01-13","13 Jan 2000","254.79"
"2000-01-14","14 Jan 2000","255.01"
"2000-01-17","17 Jan 2000","254.91"
"2000-01-18","18 Jan 2000","254.94"
"2000-01-19","19 Jan 2000","254.99"
"2000-01-20","20 Jan 2000","255.08"
"2000-01-21","21 Jan 2000","255.12"
"2000-01-24","24 Jan 2000","255.12"
"2000-01-25","25 Jan 2000","255.15"
"2000-01-26","26 Jan 2000","255.18"
"2000-01-27","27 Jan 2000","255.30"
"2000-01-28","28 Jan 2000","255.33"
"2000-01-31","31 Jan 2000","255.36"
"2000-02-01","01 Feb 2000","255.42"
"2000-02-02","02 Feb 2000","255.45"
"2000-02-03","03 Feb 2000","255.59"
"2000-02-04","04 Feb 2000","255.61"
"2000-02-07","07 Feb 2000","255.58"
"2000-02-08","08 Feb 2000","255.61"
"2000-02-09","09 Feb 2000","255.66"
"2000-02-10","10 Feb 2000","255.75"
"2000-02-11","11 Feb 2000","255.78"
"2000-02-14","14 Feb 2000","255.81"
"2000-02-15","15 Feb 2000","255.85"
"2000-02-16","16 Feb 2000","255.89"
"2000-02-17","17 Feb 2000","256.02"
"2000-02-18","18 Feb 2000","256.01"
"2000-02-21","21 Feb 2000","256.73"
"2000-02-22","22 Feb 2000","257.81"
"2000-02-23","23 Feb 2000","257.30"
"2000-02-24","24 Feb 2000","256.45"
"2000-02-25","25 Feb 2000","256.71"
"2000-02-28","28 Feb 2000","256.78"
"2000-02-29","29 Feb 2000","256.81"
"2000-03-01","01 Mar 2000","256.49"
"2000-03-02","02 Mar 2000","256.55"
"2000-03-03","03 Mar 2000","256.55"
"2000-03-06","06 Mar 2000","256.57"
"2000-03-07","07 Mar 2000","256.61"
"2000-03-08","08 Mar 2000","256.64"
"2000-03-09","09 Mar 2000","256.83"
"2000-03-10","10 Mar 2000","256.96"
"2000-03-13","13 Mar 2000","257.24"
"2000-03-14","14 Mar 2000","257.41"
"2000-03-15","15 Mar 2000","257.40"
"2000-03-16","16 Mar 2000","256.99"
"2000-03-17","17 Mar 2000","256.94"
"2000-03-20","20 Mar 2000","256.00"
"2000-03-21","21 Mar 2000","257.07"
"2000-03-22","22 Mar 2000","256.85"
"2000-03-23","23 Mar 2000","257.21"
"2000-03-24","24 Mar 2000","257.44"
"2000-03-27","27 Mar 2000","257.00"
"2000-03-28","28 Mar 2000","257.64"
"2000-03-29","29 Mar 2000","257.97"
"2000-03-30","30 Mar 2000","258.01"
"2000-03-31","31 Mar 2000","258.38"
"2000-04-03","03 Apr 2000","258.47"
"2000-04-04","04 Apr 2000","258.49"
"2000-04-05","05 Apr 2000","258.91"
"2000-04-06","06 Apr 2000","258.93"
"2000-04-07","07 Apr 2000","259.14"
"2000-04-10","10 Apr 2000","258.25"
"2000-04-11","11 Apr 2000","258.32"
"2000-04-12","12 Apr 2000","258.25"
"2000-04-13","13 Apr 2000","257.94"
"2000-04-14","14 Apr 2000","257.87"
"2000-04-17","17 Apr 2000","258.95"
"2000-04-18","18 Apr 2000","259.15"
"2000-04-19","19 Apr 2000","258.51"
"2000-04-20","20 Apr 2000","258.08"
"2000-04-21","21 Apr 2000"
"2000-04-24","24 Apr 2000"
"2000-04-25","25 Apr 2000","258.02"
"2000-04-26","26 Apr 2000","258.05"
"2000-04-27","27 Apr 2000","258.23"
"2000-04-28","28 Apr 2000","258.45"
"2000-05-01","01 May 2000"
"2000-05-02","02 May 2000","258.21"
"2000-05-03","03 May 2000","258.26"
"2000-05-04","04 May 2000","258.36"
"2000-05-05","05 May 2000","258.33"
"2000-05-08","08 May 2000","258.40"
"2000-05-09","09 May 2000","258.35"
"2000-05-10","10 May 2000","258.40"
"2000-05-11","11 May 2000","258.55"
"2000-05-12","12 May 2000","258.71"
"2000-05-15","15 May 2000","259.35"
"2000-05-16","16 May 2000","258.80"
"2000-05-17","17 May 2000","258.75"
"2000-05-18","18 May 2000","258.89"
"2000-05-19","19 May 2000","259.44"
"2000-05-22","22 May 2000","259.64"
"2000-05-23","23 May 2000","260.00"
"2000-05-24","24 May 2000","259.65"
"2000-05-25","25 May 2000","259.93"
"2000-05-26","26 May 2000","259.87"
"2000-05-29","29 May 2000","259.98"
"2000-05-30","30 May 2000","259.58"
"2000-05-31","31 May 2000","259.23"
"2000-06-01","01 Jun 2000","259.29"
"2000-06-02","02 Jun 2000","259.40"
"2000-06-05","05 Jun 2000","259.20"
"2000-06-06","06 Jun 2000","259.45"
"2000-06-07","07 Jun 2000","259.50"
"2000-06-08","08 Jun 2000","259.55"
"2000-06-09","09 Jun 2000","259.54"
"2000-06-12","12 Jun 2000","259.50"
"2000-06-13","13 Jun 2000","259.85"
"2000-06-14","14 Jun 2000","259.74"
"2000-06-15","15 Jun 2000","259.69"
"2000-06-16","16 Jun 2000","259.74"
"2000-06-19","19 Jun 2000","259.83"
"2000-06-20","20 Jun 2000","259.89"
"2000-06-21","21 Jun 2000","259.85"
"2000-06-22","22 Jun 2000","259.99"
"2000-06-23","23 Jun 2000","259.90"
"2000-06-26","26 Jun 2000","259.85"
"2000-06-27","27 Jun 2000","259.91"
"2000-06-28","28 Jun 2000","260.11"
"2000-06-29","29 Jun 2000","260.08"
"2000-06-30","30 Jun 2000","260.15"
"2000-07-03","03 Jul 2000","260.22"
"2000-07-04","04 Jul 2000","259.85"
"2000-07-05","05 Jul 2000","260.07"
"2000-07-06","06 Jul 2000","260.17"
"2000-07-07","07 Jul 2000","260.13"
"2000-07-10","10 Jul 2000","260.16"
"2000-07-11","11 Jul 2000","260.23"
"2000-07-12","12 Jul 2000","260.14"
"2000-07-13","13 Jul 2000","260.19"
"2000-07-14","14 Jul 2000","260.13"
"2000-07-17","17 Jul 2000","260.09"
"2000-07-18","18 Jul 2000","260.12"
"2000-07-19","19 Jul 2000","260.16"
"2000-07-20","20 Jul 2000","260.23"
"2000-07-21","21 Jul 2000","260.30"
"2000-07-24","24 Jul 2000","260.31"
"2000-07-25","25 Jul 2000","260.30"
"2000-07-26","26 Jul 2000","260.31"
"2000-07-27","27 Jul 2000","260.47"
"2000-07-28","28 Jul 2000","260.45"
"2000-07-31","31 Jul 2000","260.51"
"2000-08-01","01 Aug 2000","260.45"
"2000-08-02","02 Aug 2000","260.51"
"2000-08-03","03 Aug 2000","260.55"
"2000-08-04","04 Aug 2000","260.60"
"2000-08-07","07 Aug 2000","260.63"
"2000-08-08","08 Aug 2000","260.64"
"2000-08-09","09 Aug 2000","260.68"
"2000-08-10","10 Aug 2000","260.77"
"2000-08-11","11 Aug 2000","260.77"
"2000-08-14","14 Aug 2000","260.85"
"2000-08-15","15 Aug 2000","260.85"
"2000-08-16","16 Aug 2000","260.95"
"2000-08-17","17 Aug 2000","260.91"
"2000-08-18","18 Aug 2000","260.94"
"2000-08-21","21 Aug 2000","260.95"
"2000-08-22","22 Aug 2000","260.98"
"2000-08-23","23 Aug 2000","261.05"
"2000-08-24","24 Aug 2000","261.10"
"2000-08-25","25 Aug 2000","261.13"
"2000-08-28","28 Aug 2000","261.19"
"2000-08-29","29 Aug 2000","261.18"
"2000-08-30","30 Aug 2000","261.23"
"2000-08-31","31 Aug 2000","261.36"
"2000-09-01","01 Sep 2000","261.34"
"2000-09-04","04 Sep 2000","261.50"
"2000-09-05","05 Sep 2000","261.67"
"2000-09-06","06 Sep 2000","261.87"
"2000-09-07","07 Sep 2000","261.87"
"2000-09-08","08 Sep 2000","261.92"
"2000-09-11","11 Sep 2000","261.88"
"2000-09-12","12 Sep 2000","261.79"
"2000-09-13","13 Sep 2000","261.55"
"2000-09-14","14 Sep 2000","261.85"
"2000-09-15","15 Sep 2000","261.83"
"2000-09-18","18 Sep 2000","262.19"
"2000-09-19","19 Sep 2000","262.40"
"2000-09-20","20 Sep 2000","262.34"
"2000-09-21","21 Sep 2000","262.80"
"2000-09-22","22 Sep 2000","263.06"
"2000-09-25","25 Sep 2000","263.01"
"2000-09-26","26 Sep 2000","263.27"
"2000-09-27","27 Sep 2000","263.47"
"2000-09-28","28 Sep 2000","263.93"
"2000-09-29","29 Sep 2000","263.75"
"2000-10-02","02 Oct 2000","263.84"
"2000-10-03","03 Oct 2000","263.27"
"2000-10-04","04 Oct 2000","263.18"
"2000-10-05","05 Oct 2000","262.87"
"2000-10-06","06 Oct 2000","262.55"
"2000-10-09","09 Oct 2000","262.55"
"2000-10-10","10 Oct 2000","262.49"
"2000-10-11","11 Oct 2000","262.84"
"2000-10-12","12 Oct 2000","262.84"
"2000-10-13","13 Oct 2000","262.95"
"2000-10-16","16 Oct 2000","263.25"
"2000-10-17","17 Oct 2000","262.73"
"2000-10-18","18 Oct 2000","263.02"
"2000-10-19","19 Oct 2000","262.62"
"2000-10-20","20 Oct 2000","262.63"
"2000-10-23","23 Oct 2000","262.64"
"2000-10-24","24 Oct 2000","262.61"
"2000-10-25","25 Oct 2000","262.65"
"2000-10-26","26 Oct 2000","262.85"
"2000-10-27","27 Oct 2000","263.15"
"2000-10-30","30 Oct 2000","263.36"
"2000-10-31","31 Oct 2000","263.24"
"2000-11-01","01 Nov 2000","262.90"
"2000-11-02","02 Nov 2000","263.28"
"2000-11-03","03 Nov 2000","263.99"
"2000-11-06","06 Nov 2000","263.99"
"2000-11-07","07 Nov 2000","263.88"
"2000-11-08","08 Nov 2000","263.93"
"2000-11-09","09 Nov 2000","264.01"
"2000-11-10","10 Nov 2000","264.05"
"2000-11-13","13 Nov 2000","264.14"
"2000-11-14","14 Nov 2000","263.95"
"2000-11-15","15 Nov 2000","263.51"
"2000-11-16","16 Nov 2000","263.61"
"2000-11-17","17 Nov 2000","264.07"
"2000-11-20","20 Nov 2000","264.06"
"2000-11-21","21 Nov 2000","264.39"
"2000-11-22","22 Nov 2000","264.20"
"2000-11-23","23 Nov 2000","264.42"
"2000-11-24","24 Nov 2000","264.46"
"2000-11-27","27 Nov 2000","264.52"
"2000-11-28","28 Nov 2000","264.80"
"2000-11-29","29 Nov 2000","264.97"
"2000-11-30","30 Nov 2000","264.87"
"2000-12-01","01 Dec 2000","265.00"
"2000-12-04","04 Dec 2000","265.17"
"2000-12-05","05 Dec 2000","265.18"
"2000-12-06","06 Dec 2000","265.05"
"2000-12-07","07 Dec 2000","265.22"
"2000-12-08","08 Dec 2000","265.25"
"2000-12-11","11 Dec 2000","265.31"
"2000-12-12","12 Dec 2000","265.23"
"2000-12-13","13 Dec 2000","264.90"
"2000-12-14","14 Dec 2000","264.72"
"2000-12-15","15 Dec 2000","264.58"
"2000-12-18","18 Dec 2000","264.57"
"2000-12-19","19 Dec 2000","264.49"
"2000-12-20","20 Dec 2000","264.36"
"2000-12-21","21 Dec 2000","264.45"
"2000-12-22","22 Dec 2000","264.81"
"2000-12-25","25 Dec 2000"
"2000-12-26","26 Dec 2000"
"2000-12-27","27 Dec 2000","265.59"
"2000-12-28","28 Dec 2000","265.10"
"2000-12-29","29 Dec 2000","265.00"
"2001-01-01","01 Jan 2001"
"2001-01-02","02 Jan 2001","264.58"
"2001-01-03","03 Jan 2001","264.55"
"2001-01-04","04 Jan 2001","264.77"
"2001-01-05","05 Jan 2001","264.87"
"2001-01-08","08 Jan 2001","264.96"
"2001-01-09","09 Jan 2001","265.01"
"2001-01-10","10 Jan 2001","265.07"
"2001-01-11","11 Jan 2001","265.04"
"2001-01-12","12 Jan 2001","265.11"
"2001-01-15","15 Jan 2001","265.12"
"2001-01-16","16 Jan 2001","264.97"
"2001-01-17","17 Jan 2001","265.10"
"2001-01-18","18 Jan 2001","265.05"
"2001-01-19","19 Jan 2001","265.08"
"2001-01-22","22 Jan 2001","264.97"
"2001-01-23","23 Jan 2001","264.99"
"2001-01-24","24 Jan 2001","265.05"
"2001-01-25","25 Jan 2001","265.07"
"2001-01-26","26 Jan 2001","265.12"
"2001-01-29","29 Jan 2001","265.09"
"2001-01-30","30 Jan 2001","265.15"
"2001-01-31","31 Jan 2001","265.18"
"2001-02-01","01 Feb 2001","265.30"
"2001-02-02","02 Feb 2001","265.27"
"2001-02-05","05 Feb 2001","265.32"
"2001-02-06","06 Feb 2001","265.34"
"2001-02-07","07 Feb 2001","265.27"
"2001-02-08","08 Feb 2001","265.45"
"2001-02-09","09 Feb 2001","265.48"
"2001-02-12","12 Feb 2001","265.51"
"2001-02-13","13 Feb 2001","265.62"
"2001-02-14","14 Feb 2001","265.54"
"2001-02-15","15 Feb 2001","265.67"
"2001-02-16","16 Feb 2001","265.67"
"2001-02-19","19 Feb 2001","265.67"
"2001-02-20","20 Feb 2001","265.73"
"2001-02-21","21 Feb 2001","265.75"
"2001-02-22","22 Feb 2001","266.29"
"2001-02-23","23 Feb 2001","266.12"
"2001-02-26","26 Feb 2001","266.20"
"2001-02-27","27 Feb 2001","266.32"
"2001-02-28","28 Feb 2001","266.22"
"2001-03-01","01 Mar 2001","266.44"
"2001-03-02","02 Mar 2001","266.46"
"2001-03-05","05 Mar 2001","266.33"
"2001-03-06","06 Mar 2001","266.23"
"2001-03-07","07 Mar 2001","266.30"
"2001-03-08","08 Mar 2001","266.21"
"2001-03-09","09 Mar 2001","266.23"
"2001-03-12","12 Mar 2001","266.25"
"2001-03-13","13 Mar 2001","266.37"
"2001-03-14","14 Mar 2001","266.49"
"2001-03-15","15 Mar 2001","266.54"
"2001-03-16","16 Mar 2001","266.51"
"2001-03-19","19 Mar 2001","266.51"
"2001-03-20","20 Mar 2001","266.43"
"2001-03-21","21 Mar 2001","266.49"
"2001-03-22","22 Mar 2001","266.58"
"2001-03-23","23 Mar 2001","266.58"
"2001-03-26","26 Mar 2001","266.60"
"2001-03-27","27 Mar 2001","266.57"
"2001-03-28","28 Mar 2001","266.75"
"2001-03-29","29 Mar 2001","266.73"
"2001-03-30","30 Mar 2001","266.72"
"2001-04-02","02 Apr 2001","266.78"
"2001-04-03","03 Apr 2001","266.73"
"2001-04-04","04 Apr 2001","266.74"
"2001-04-05","05 Apr 2001","266.80"
"2001-04-06","06 Apr 2001","266.83"
"2001-04-09","09 Apr 2001","266.83"
"2001-04-10","10 Apr 2001","266.86"
"2001-04-11","11 Apr 2001","266.96"
"2001-04-12","12 Apr 2001","266.98"
"2001-04-13","13 Apr 2001"
"2001-04-16","16 Apr 2001"
"2001-04-17","17 Apr 2001","266.98"
"2001-04-18","18 Apr 2001","266.99"
"2001-04-19","19 Apr 2001","267.04"
"2001-04-20","20 Apr 2001","267.06"
"2001-04-23","23 Apr 2001","267.11"
"2001-04-24","24 Apr 2001","267.17"
"2001-04-25","25 Apr 2001","267.11"
"2001-04-26","26 Apr 2001","267.22"
"2001-04-27","27 Apr 2001","267.32"
"2001-04-30","30 Apr 2001","267.32"
"2001-05-01","01 May 2001"
"2001-05-02","02 May 2001","267.24"
"2001-05-03","03 May 2001","267.30"
"2001-05-04","04 May 2001","262.24"
"2001-05-07","07 May 2001","260.28"
"2001-05-08","08 May 2001","258.48"
"2001-05-09","09 May 2001","258.33"
"2001-05-10","10 May 2001","258.57"
"2001-05-11","11 May 2001","257.41"
"2001-05-14","14 May 2001","257.38"
"2001-05-15","15 May 2001","258.25"
"2001-05-16","16 May 2001","258.46"
"2001-05-17","17 May 2001","257.45"
"2001-05-18","18 May 2001","257.95"
"2001-05-21","21 May 2001","258.52"
"2001-05-22","22 May 2001","258.43"
"2001-05-23","23 May 2001","257.21"
"2001-05-24","24 May 2001","256.76"
"2001-05-25","25 May 2001","255.35"
"2001-05-28","28 May 2001","255.35"
"2001-05-29","29 May 2001","254.00"
"2001-05-30","30 May 2001","253.65"
"2001-05-31","31 May 2001","253.75"
"2001-06-01","01 Jun 2001","253.55"
"2001-06-04","04 Jun 2001","253.54"
"2001-06-05","05 Jun 2001","251.61"
"2001-06-06","06 Jun 2001","250.35"
"2001-06-07","07 Jun 2001","249.07"
"2001-06-08","08 Jun 2001","250.58"
"2001-06-11","11 Jun 2001","250.15"
"2001-06-12","12 Jun 2001","248.80"
"2001-06-13","13 Jun 2001","247.58"
"2001-06-14","14 Jun 2001","247.10"
"2001-06-15","15 Jun 2001","246.15"
"2001-06-18","18 Jun 2001","245.74"
"2001-06-19","19 Jun 2001","246.27"
"2001-06-20","20 Jun 2001","246.70"
