"DATE","TIME PERIOD","Euro/Romanian leu (EXR.D.RON.EUR.SP00.A)"
"2008-02-01","01 Feb 2008","3.6705"
"2008-02-04","04 Feb 2008","3.6347"
"2008-02-05","05 Feb 2008","3.6335"
"2008-02-06","06 Feb 2008","3.6610"
"2008-02-07","07 Feb 2008","3.6785"
"2008-02-08","08 Feb 2008","3.6725"
"2008-02-11","11 Feb 2008","3.6540"
"2008-02-12","12 Feb 2008","3.6290"
"2008-02-13","13 Feb 2008","3.6410"
"2008-02-14","14 Feb 2008","3.6491"
"2008-02-15","15 Feb 2008","3.6445"
"2008-02-18","18 Feb 2008","3.6420"
"2008-02-19","19 Feb 2008","3.6353"
"2008-02-20","20 Feb 2008","3.6556"
"2008-02-21","21 Feb 2008","3.6533"
"2008-02-22","22 Feb 2008","3.6674"
"2008-02-25","25 Feb 2008","3.6560"
"2008-02-26","26 Feb 2008","3.6430"
"2008-02-27","27 Feb 2008","3.6498"
"2008-02-28","28 Feb 2008","3.6665"
"2008-02-29","29 Feb 2008","3.7330"
"2008-03-03","03 Mar 2008","3.7474"
"2008-03-04","04 Mar 2008","3.7288"
"2008-03-05","05 Mar 2008","3.7185"
"2008-03-06","06 Mar 2008","3.6929"
"2008-03-07","07 Mar 2008","3.7335"
"2008-03-10","10 Mar 2008","3.7129"
"2008-03-11","11 Mar 2008","3.6919"
"2008-03-12","12 Mar 2008","3.6940"
"2008-03-13","13 Mar 2008","3.7140"
"2008-03-14","14 Mar 2008","3.6986"
"2008-03-17","17 Mar 2008","3.7538"
"2008-03-18","18 Mar 2008","3.7285"
"2008-03-19","19 Mar 2008","3.7250"
"2008-03-20","20 Mar 2008","3.7310"
"2008-03-25","25 Mar 2008","3.7165"
"2008-03-26","26 Mar 2008","3.7175"
"2008-03-27","27 Mar 2008","3.7165"
"2008-03-28","28 Mar 2008","3.7212"
"2008-03-31","31 Mar 2008","3.7268"
"2008-04-01","01 Apr 2008","3.7310"
"2008-04-02","02 Apr 2008","3.7136"
"2008-04-03","03 Apr 2008","3.7103"
"2008-04-04","04 Apr 2008","3.7145"
"2008-04-07","07 Apr 2008","3.6808"
"2008-04-08","08 Apr 2008","3.6710"
"2008-04-09","09 Apr 2008","3.6695"
"2008-04-10","10 Apr 2008","3.6678"
"2008-04-11","11 Apr 2008","3.6290"
"2008-04-14","14 Apr 2008","3.6266"
"2008-04-15","15 Apr 2008","3.6213"
"2008-04-16","16 Apr 2008","3.6278"
"2008-04-17","17 Apr 2008","3.6118"
"2008-04-18","18 Apr 2008","3.5708"
"2008-04-21","21 Apr 2008","3.5621"
"2008-04-22","22 Apr 2008","3.5570"
"2008-04-23","23 Apr 2008","3.5780"
"2008-04-24","24 Apr 2008","3.5920"
"2008-04-25","25 Apr 2008","3.6195"
"2008-04-28","28 Apr 2008","3.6228"
"2008-04-29","29 Apr 2008","3.6856"
"2008-04-30","30 Apr 2008","3.6790"
"2008-05-02","02 May 2008","3.6395"
"2008-05-05","05 May 2008","3.6350"
"2008-05-06","06 May 2008","3.6575"
"2008-05-07","07 May 2008","3.6588"
"2008-05-08","08 May 2008","3.6873"
"2008-05-09","09 May 2008","3.6940"
"2008-05-12","12 May 2008","3.6811"
"2008-05-13","13 May 2008","3.6540"
"2008-05-14","14 May 2008","3.6671"
"2008-05-15","15 May 2008","3.6610"
"2008-05-16","16 May 2008","3.6428"
"2008-05-19","19 May 2008","3.6235"
"2008-05-20","20 May 2008","3.6398"
"2008-05-21","21 May 2008","3.6487"
"2008-05-22","22 May 2008","3.6846"
"2008-05-23","23 May 2008","3.6641"
"2008-05-26","26 May 2008","3.6691"
"2008-05-27","27 May 2008","3.6781"
"2008-05-28","28 May 2008","3.6682"
"2008-05-29","29 May 2008","3.6445"
"2008-05-30","30 May 2008","3.6256"
"2008-06-02","02 Jun 2008","3.6120"
"2008-06-03","03 Jun 2008","3.6200"
"2008-06-04","04 Jun 2008","3.6276"
"2008-06-05","05 Jun 2008","3.6229"
"2008-06-06","06 Jun 2008","3.6395"
"2008-06-09","09 Jun 2008","3.6795"
"2008-06-10","10 Jun 2008","3.6712"
"2008-06-11","11 Jun 2008","3.6636"
"2008-06-12","12 Jun 2008","3.6650"
"2008-06-13","13 Jun 2008","3.6715"
"2008-06-16","16 Jun 2008","3.6628"
"2008-06-17","17 Jun 2008","3.6600"
"2008-06-18","18 Jun 2008","3.6643"
"2008-06-19","19 Jun 2008","3.6671"
"2008-06-20","20 Jun 2008","3.6745"
"2008-06-23","23 Jun 2008","3.6726"
"2008-06-24","24 Jun 2008","3.6793"
"2008-06-25","25 Jun 2008","3.6680"
"2008-06-26","26 Jun 2008","3.6521"
"2008-06-27","27 Jun 2008","3.6518"
"2008-06-30","30 Jun 2008","3.6415"
"2008-07-01","01 Jul 2008","3.6476"
"2008-07-02","02 Jul 2008","3.6359"
"2008-07-03","03 Jul 2008","3.6408"
"2008-07-04","04 Jul 2008","3.6090"
"2008-07-07","07 Jul 2008","3.6026"
"2008-07-08","08 Jul 2008","3.5818"
"2008-07-09","09 Jul 2008","3.5228"
"2008-07-10","10 Jul 2008","3.5478"
"2008-07-11","11 Jul 2008","3.6120"
"2008-07-14","14 Jul 2008","3.5754"
"2008-07-15","15 Jul 2008","3.6075"
"2008-07-16","16 Jul 2008","3.5935"
"2008-07-17","17 Jul 2008","3.5620"
"2008-07-18","18 Jul 2008","3.5528"
"2008-07-21","21 Jul 2008","3.5480"
"2008-07-22","22 Jul 2008","3.5635"
"2008-07-23","23 Jul 2008","3.5738"
"2008-07-24","24 Jul 2008","3.5743"
"2008-07-25","25 Jul 2008","3.5675"
"2008-07-28","28 Jul 2008","3.5455"
"2008-07-29","29 Jul 2008","3.5445"
"2008-07-30","30 Jul 2008","3.5381"
"2008-07-31","31 Jul 2008","3.5098"
"2008-08-01","01 Aug 2008","3.5167"
"2008-08-04","04 Aug 2008","3.5076"
"2008-08-05","05 Aug 2008","3.4965"
"2008-08-06","06 Aug 2008","3.4780"
"2008-08-07","07 Aug 2008","3.4805"
"2008-08-08","08 Aug 2008","3.5050"
"2008-08-11","11 Aug 2008","3.5735"
"2008-08-12","12 Aug 2008","3.5390"
"2008-08-13","13 Aug 2008","3.5463"
"2008-08-14","14 Aug 2008","3.5265"
"2008-08-15","15 Aug 2008","3.5490"
"2008-08-18","18 Aug 2008","3.5315"
"2008-08-19","19 Aug 2008","3.5190"
"2008-08-20","20 Aug 2008","3.5260"
"2008-08-21","21 Aug 2008","3.5319"
"2008-08-22","22 Aug 2008","3.5213"
"2008-08-25","25 Aug 2008","3.5195"
"2008-08-26","26 Aug 2008","3.5615"
"2008-08-27","27 Aug 2008","3.5475"
"2008-08-28","28 Aug 2008","3.5547"
"2008-08-29","29 Aug 2008","3.5370"
"2008-09-01","01 Sep 2008","3.5158"
"2008-09-02","02 Sep 2008","3.5270"
"2008-09-03","03 Sep 2008","3.5440"
"2008-09-04","04 Sep 2008","3.5555"
"2008-09-05","05 Sep 2008","3.6064"
"2008-09-08","08 Sep 2008","3.5908"
"2008-09-09","09 Sep 2008","3.5835"
"2008-09-10","10 Sep 2008","3.6020"
"2008-09-11","11 Sep 2008","3.6138"
"2008-09-12","12 Sep 2008","3.6080"
"2008-09-15","15 Sep 2008","3.6195"
"2008-09-16","16 Sep 2008","3.6505"
"2008-09-17","17 Sep 2008","3.6425"
"2008-09-18","18 Sep 2008","3.6685"
"2008-09-19","19 Sep 2008","3.6420"
"2008-09-22","22 Sep 2008","3.6282"
"2008-09-23","23 Sep 2008","3.6624"
"2008-09-24","24 Sep 2008","3.6755"
"2008-09-25","25 Sep 2008","3.6829"
"2008-09-26","26 Sep 2008","3.6843"
"2008-09-29","29 Sep 2008","3.7010"
"2008-09-30","30 Sep 2008","3.7413"
"2008-10-01","01 Oct 2008","3.7364"
"2008-10-02","02 Oct 2008","3.8095"
"2008-10-03","03 Oct 2008","3.8765"
"2008-10-06","06 Oct 2008","3.9430"
"2008-10-07","07 Oct 2008","3.9223"
"2008-10-08","08 Oct 2008","3.8791"
"2008-10-09","09 Oct 2008","3.8280"
"2008-10-10","10 Oct 2008","3.8060"
"2008-10-13","13 Oct 2008","3.7827"
"2008-10-14","14 Oct 2008","3.7650"
"2008-10-15","15 Oct 2008","3.7945"
"2008-10-16","16 Oct 2008","3.7868"
"2008-10-17","17 Oct 2008","3.7130"
"2008-10-20","20 Oct 2008","3.6545"
"2008-10-21","21 Oct 2008","3.6290"
"2008-10-22","22 Oct 2008","3.5800"
"2008-10-23","23 Oct 2008","3.6280"
"2008-10-24","24 Oct 2008","3.6750"
"2008-10-27","27 Oct 2008","3.6970"
"2008-10-28","28 Oct 2008","3.7250"
"2008-10-29","29 Oct 2008","3.6530"
"2008-10-30","30 Oct 2008","3.6375"
"2008-10-31","31 Oct 2008","3.6798"
"2008-11-03","03 Nov 2008","3.6870"
"2008-11-04","04 Nov 2008","3.6850"
"2008-11-05","05 Nov 2008","3.7035"
"2008-11-06","06 Nov 2008","3.7130"
"2008-11-07","07 Nov 2008","3.7330"
"2008-11-10","10 Nov 2008","3.7415"
"2008-11-11","11 Nov 2008","3.7876"
"2008-11-12","12 Nov 2008","3.8563"
"2008-11-13","13 Nov 2008","3.8023"
"2008-11-14","14 Nov 2008","3.7475"
"2008-11-17","17 Nov 2008","3.7970"
"2008-11-18","18 Nov 2008","3.8380"
"2008-11-19","19 Nov 2008","3.8503"
"2008-11-20","20 Nov 2008","3.8170"
"2008-11-21","21 Nov 2008","3.8035"
"2008-11-24","24 Nov 2008","3.8030"
"2008-11-25","25 Nov 2008","3.8098"
"2008-11-26","26 Nov 2008","3.8385"
"2008-11-27","27 Nov 2008","3.8688"
"2008-11-28","28 Nov 2008","3.7925"
"2008-12-01","01 Dec 2008","3.8200"
"2008-12-02","02 Dec 2008","3.8195"
"2008-12-03","03 Dec 2008","3.8435"
"2008-12-04","04 Dec 2008","3.8450"
"2008-12-05","05 Dec 2008","3.8558"
"2008-12-08","08 Dec 2008","3.8795"
"2008-12-09","09 Dec 2008","3.8913"
"2008-12-10","10 Dec 2008","3.8780"
"2008-12-11","11 Dec 2008","3.9138"
"2008-12-12","12 Dec 2008","3.9290"
"2008-12-15","15 Dec 2008","3.9400"
"2008-12-16","16 Dec 2008","3.9465"
"2008-12-17","17 Dec 2008","3.9481"
"2008-12-18","18 Dec 2008","3.9692"
"2008-12-19","19 Dec 2008","3.9313"
"2008-12-22","22 Dec 2008","3.9305"
"2008-12-23","23 Dec 2008","3.9525"
"2008-12-24","24 Dec 2008","3.9754"
"2008-12-29","29 Dec 2008","4.0649"
"2008-12-30","30 Dec 2008","4.0202"
"2008-12-31","31 Dec 2008","4.0225"
"2009-01-02","02 Jan 2009","4.0350"
"2009-01-05","05 Jan 2009","4.0490"
"2009-01-06","06 Jan 2009","4.0675"
"2009-01-07","07 Jan 2009","4.0995"
"2009-01-08","08 Jan 2009","4.1618"
"2009-01-09","09 Jan 2009","4.2323"
"2009-01-12","12 Jan 2009","4.2770"
"2009-01-13","13 Jan 2009","4.2813"
"2009-01-14","14 Jan 2009","4.2880"
"2009-01-15","15 Jan 2009","4.3000"
"2009-01-16","16 Jan 2009","4.2790"
"2009-01-19","19 Jan 2009","4.3050"
"2009-01-20","20 Jan 2009","4.3470"
"2009-01-21","21 Jan 2009","4.3148"
"2009-01-22","22 Jan 2009","4.3275"
"2009-01-23","23 Jan 2009","4.3053"
"2009-01-26","26 Jan 2009","4.2517"
"2009-01-27","27 Jan 2009","4.2380"
"2009-01-28","28 Jan 2009","4.2310"
"2009-01-29","29 Jan 2009","4.2430"
"2009-01-30","30 Jan 2009","4.3090"
"2009-02-02","02 Feb 2009","4.3110"
"2009-02-03","03 Feb 2009","4.3065"
"2009-02-04","04 Feb 2009","4.3050"
"2009-02-05","05 Feb 2009","4.2790"
"2009-02-06","06 Feb 2009","4.2575"
"2009-02-09","09 Feb 2009","4.2444"
"2009-02-10","10 Feb 2009","4.2510"
"2009-02-11","11 Feb 2009","4.2875"
"2009-02-12","12 Feb 2009","4.2951"
"2009-02-13","13 Feb 2009","4.3005"
"2009-02-16","16 Feb 2009","4.3162"
"2009-02-17","17 Feb 2009","4.3050"
"2009-02-18","18 Feb 2009","4.2820"
"2009-02-19","19 Feb 2009","4.2733"
"2009-02-20","20 Feb 2009","4.2850"
"2009-02-23","23 Feb 2009","4.2822"
"2009-02-24","24 Feb 2009","4.2725"
"2009-02-25","25 Feb 2009","4.2823"
"2009-02-26","26 Feb 2009","4.2904"
"2009-02-27","27 Feb 2009","4.3025"
"2009-03-02","02 Mar 2009","4.3028"
"2009-03-03","03 Mar 2009","4.2990"
"2009-03-04","04 Mar 2009","4.2895"
"2009-03-05","05 Mar 2009","4.2793"
"2009-03-06","06 Mar 2009","4.2915"
"2009-03-09","09 Mar 2009","4.2958"
"2009-03-10","10 Mar 2009","4.2917"
"2009-03-11","11 Mar 2009","4.2815"
"2009-03-12","12 Mar 2009","4.2853"
"2009-03-13","13 Mar 2009","4.2797"
"2009-03-16","16 Mar 2009","4.2860"
"2009-03-17","17 Mar 2009","4.2968"
"2009-03-18","18 Mar 2009","4.2965"
"2009-03-19","19 Mar 2009","4.3003"
"2009-03-20","20 Mar 2009","4.2972"
"2009-03-23","23 Mar 2009","4.2940"
"2009-03-24","24 Mar 2009","4.2953"
"2009-03-25","25 Mar 2009","4.2811"
"2009-03-26","26 Mar 2009","4.2655"
"2009-03-27","27 Mar 2009","4.2515"
"2009-03-30","30 Mar 2009","4.2238"
"2009-03-31","31 Mar 2009","4.2385"
"2009-04-01","01 Apr 2009","4.2282"
"2009-04-02","02 Apr 2009","4.2237"
"2009-04-03","03 Apr 2009","4.1755"
"2009-04-06","06 Apr 2009","4.1538"
"2009-04-07","07 Apr 2009","4.1655"
"2009-04-08","08 Apr 2009","4.1831"
"2009-04-09","09 Apr 2009","4.1470"
"2009-04-14","14 Apr 2009","4.1545"
"2009-04-15","15 Apr 2009","4.1935"
"2009-04-16","16 Apr 2009","4.2128"
"2009-04-17","17 Apr 2009","4.2149"
"2009-04-20","20 Apr 2009","4.2353"
"2009-04-21","21 Apr 2009","4.2438"
"2009-04-22","22 Apr 2009","4.2408"
"2009-04-23","23 Apr 2009","4.2438"
"2009-04-24","24 Apr 2009","4.2367"
"2009-04-27","27 Apr 2009","4.2233"
"2009-04-28","28 Apr 2009","4.2283"
"2009-04-29","29 Apr 2009","4.1883"
"2009-04-30","30 Apr 2009","4.1892"
"2009-05-04","04 May 2009","4.1916"
"2009-05-05","05 May 2009","4.1632"
"2009-05-06","06 May 2009","4.1592"
"2009-05-07","07 May 2009","4.1180"
"2009-05-08","08 May 2009","4.1335"
"2009-05-11","11 May 2009","4.1599"
"2009-05-12","12 May 2009","4.1533"
"2009-05-13","13 May 2009","4.1668"
"2009-05-14","14 May 2009","4.1945"
"2009-05-15","15 May 2009","4.2000"
"2009-05-18","18 May 2009","4.1735"
"2009-05-19","19 May 2009","4.1655"
"2009-05-20","20 May 2009","4.1617"
"2009-05-21","21 May 2009","4.1695"
"2009-05-22","22 May 2009","4.1765"
"2009-05-25","25 May 2009","4.1710"
"2009-05-26","26 May 2009","4.1795"
"2009-05-27","27 May 2009","4.1833"
"2009-05-28","28 May 2009","4.1975"
"2009-05-29","29 May 2009","4.1825"
"2009-06-01","01 Jun 2009","4.1831"
"2009-06-02","02 Jun 2009","4.1860"
"2009-06-03","03 Jun 2009","4.1936"
"2009-06-04","04 Jun 2009","4.2145"
"2009-06-05","05 Jun 2009","4.2185"
"2009-06-08","08 Jun 2009","4.2220"
"2009-06-09","09 Jun 2009","4.2015"
"2009-06-10","10 Jun 2009","4.1970"
"2009-06-11","11 Jun 2009","4.1970"
"2009-06-12","12 Jun 2009","4.2001"
"2009-06-15","15 Jun 2009","4.2200"
"2009-06-16","16 Jun 2009","4.2338"
"2009-06-17","17 Jun 2009","4.2323"
"2009-06-18","18 Jun 2009","4.2319"
"2009-06-19","19 Jun 2009","4.2143"
"2009-06-22","22 Jun 2009","4.2203"
"2009-06-23","23 Jun 2009","4.2350"
"2009-06-24","24 Jun 2009","4.2268"
"2009-06-25","25 Jun 2009","4.2232"
"2009-06-26","26 Jun 2009","4.2174"
"2009-06-29","29 Jun 2009","4.2135"
"2009-06-30","30 Jun 2009","4.2072"
"2009-07-01","01 Jul 2009","4.1941"
"2009-07-02","02 Jul 2009","4.2062"
"2009-07-03","03 Jul 2009","4.2035"
"2009-07-06","06 Jul 2009","4.2083"
"2009-07-07","07 Jul 2009","4.2117"
"2009-07-08","08 Jul 2009","4.2178"
"2009-07-09","09 Jul 2009","4.2142"
"2009-07-10","10 Jul 2009","4.2160"
"2009-07-13","13 Jul 2009","4.2238"
"2009-07-14","14 Jul 2009","4.2165"
"2009-07-15","15 Jul 2009","4.2165"
"2009-07-16","16 Jul 2009","4.2313"
"2009-07-17","17 Jul 2009","4.2475"
"2009-07-20","20 Jul 2009","4.2390"
"2009-07-21","21 Jul 2009","4.2368"
"2009-07-22","22 Jul 2009","4.2348"
"2009-07-23","23 Jul 2009","4.2350"
"2009-07-24","24 Jul 2009","4.2150"
"2009-07-27","27 Jul 2009","4.2075"
"2009-07-28","28 Jul 2009","4.2050"
"2009-07-29","29 Jul 2009","4.2183"
"2009-07-30","30 Jul 2009","4.2070"
"2009-07-31","31 Jul 2009","4.2185"
"2009-08-03","03 Aug 2009","4.2030"
"2009-08-04","04 Aug 2009","4.2145"
"2009-08-05","05 Aug 2009","4.2045"
"2009-08-06","06 Aug 2009","4.2121"
"2009-08-07","07 Aug 2009","4.2168"
"2009-08-10","10 Aug 2009","4.2095"
"2009-08-11","11 Aug 2009","4.2163"
"2009-08-12","12 Aug 2009","4.2218"
"2009-08-13","13 Aug 2009","4.2150"
"2009-08-14","14 Aug 2009","4.2130"
"2009-08-17","17 Aug 2009","4.2245"
"2009-08-18","18 Aug 2009","4.2188"
"2009-08-19","19 Aug 2009","4.2288"
"2009-08-20","20 Aug 2009","4.2335"
"2009-08-21","21 Aug 2009","4.2240"
"2009-08-24","24 Aug 2009","4.2220"
"2009-08-25","25 Aug 2009","4.2210"
"2009-08-26","26 Aug 2009","4.2210"
"2009-08-27","27 Aug 2009","4.2230"
"2009-08-28","28 Aug 2009","4.2170"
"2009-08-31","31 Aug 2009","4.2238"
"2009-09-01","01 Sep 2009","4.2278"
"2009-09-02","02 Sep 2009","4.2388"
"2009-09-03","03 Sep 2009","4.2405"
"2009-09-04","04 Sep 2009","4.2468"
"2009-09-07","07 Sep 2009","4.2463"
"2009-09-08","08 Sep 2009","4.2412"
"2009-09-09","09 Sep 2009","4.2488"
"2009-09-10","10 Sep 2009","4.2559"
"2009-09-11","11 Sep 2009","4.2800"
"2009-09-14","14 Sep 2009","4.2768"
"2009-09-15","15 Sep 2009","4.2678"
"2009-09-16","16 Sep 2009","4.2630"
"2009-09-17","17 Sep 2009","4.2600"
"2009-09-18","18 Sep 2009","4.2653"
"2009-09-21","21 Sep 2009","4.2678"
"2009-09-22","22 Sep 2009","4.2475"
"2009-09-23","23 Sep 2009","4.2283"
"2009-09-24","24 Sep 2009","4.2090"
"2009-09-25","25 Sep 2009","4.2008"
"2009-09-28","28 Sep 2009","4.2015"
"2009-09-29","29 Sep 2009","4.1926"
"2009-09-30","30 Sep 2009","4.2180"
"2009-10-01","01 Oct 2009","4.2688"
"2009-10-02","02 Oct 2009","4.2770"
"2009-10-05","05 Oct 2009","4.2640"
"2009-10-06","06 Oct 2009","4.2624"
"2009-10-07","07 Oct 2009","4.2685"
"2009-10-08","08 Oct 2009","4.2800"
"2009-10-09","09 Oct 2009","4.2790"
"2009-10-12","12 Oct 2009","4.2860"
"2009-10-13","13 Oct 2009","4.2960"
"2009-10-14","14 Oct 2009","4.2973"
"2009-10-15","15 Oct 2009","4.2963"
"2009-10-16","16 Oct 2009","4.2882"
"2009-10-19","19 Oct 2009","4.2937"
"2009-10-20","20 Oct 2009","4.2925"
"2009-10-21","21 Oct 2009","4.2915"
"2009-10-22","22 Oct 2009","4.2915"
"2009-10-23","23 Oct 2009","4.2903"
"2009-10-26","26 Oct 2009","4.2880"
"2009-10-27","27 Oct 2009","4.2915"
"2009-10-28","28 Oct 2009","4.3004"
"2009-10-29","29 Oct 2009","4.3090"
"2009-10-30","30 Oct 2009","4.3045"
"2009-11-02","02 Nov 2009","4.3060"
"2009-11-03","03 Nov 2009","4.3015"
"2009-11-04","04 Nov 2009","4.3024"
"2009-11-05","05 Nov 2009","4.3016"
"2009-11-06","06 Nov 2009","4.3030"
"2009-11-09","09 Nov 2009","4.2975"
"2009-11-10","10 Nov 2009","4.2979"
"2009-11-11","11 Nov 2009","4.2970"
"2009-11-12","12 Nov 2009","4.2995"
"2009-11-13","13 Nov 2009","4.3008"
"2009-11-16","16 Nov 2009","4.2990"
"2009-11-17","17 Nov 2009","4.2945"
"2009-11-18","18 Nov 2009","4.2800"
"2009-11-19","19 Nov 2009","4.2785"
"2009-11-20","20 Nov 2009","4.2845"
"2009-11-23","23 Nov 2009","4.2823"
"2009-11-24","24 Nov 2009","4.2665"
"2009-11-25","25 Nov 2009","4.2614"
"2009-11-26","26 Nov 2009","4.2785"
"2009-11-27","27 Nov 2009","4.2788"
"2009-11-30","30 Nov 2009","4.2706"
"2009-12-01","01 Dec 2009","4.2550"
"2009-12-02","02 Dec 2009","4.2455"
"2009-12-03","03 Dec 2009","4.2105"
"2009-12-04","04 Dec 2009","4.2205"
"2009-12-07","07 Dec 2009","4.2258"
"2009-12-08","08 Dec 2009","4.2351"
"2009-12-09","09 Dec 2009","4.2449"
"2009-12-10","10 Dec 2009","4.2382"
"2009-12-11","11 Dec 2009","4.2568"
"2009-12-14","14 Dec 2009","4.2496"
"2009-12-15","15 Dec 2009","4.2523"
"2009-12-16","16 Dec 2009","4.2383"
"2009-12-17","17 Dec 2009","4.2195"
"2009-12-18","18 Dec 2009","4.2088"
"2009-12-21","21 Dec 2009","4.2140"
"2009-12-22","22 Dec 2009","4.2193"
"2009-12-23","23 Dec 2009","4.1937"
"2009-12-24","24 Dec 2009","4.2101"
"2009-12-28","28 Dec 2009","4.2020"
"2009-12-29","29 Dec 2009","4.2157"
"2009-12-30","30 Dec 2009","4.2325"
"2009-12-31","31 Dec 2009","4.2363"
"2010-01-04","04 Jan 2010","4.2253"
"2010-01-05","05 Jan 2010","4.1930"
"2010-01-06","06 Jan 2010","4.1585"
"2010-01-07","07 Jan 2010","4.1731"
"2010-01-08","08 Jan 2010","4.1655"
"2010-01-11","11 Jan 2010","4.1281"
"2010-01-12","12 Jan 2010","4.1405"
"2010-01-13","13 Jan 2010","4.1179"
"2010-01-14","14 Jan 2010","4.1292"
"2010-01-15","15 Jan 2010","4.1043"
"2010-01-18","18 Jan 2010","4.1053"
"2010-01-19","19 Jan 2010","4.1205"
"2010-01-20","20 Jan 2010","4.1278"
"2010-01-21","21 Jan 2010","4.1275"
"2010-01-22","22 Jan 2010","4.1465"
"2010-01-25","25 Jan 2010","4.1185"
"2010-01-26","26 Jan 2010","4.1285"
"2010-01-27","27 Jan 2010","4.1148"
"2010-01-28","28 Jan 2010","4.1360"
"2010-01-29","29 Jan 2010","4.1055"
"2010-02-01","01 Feb 2010","4.0863"
"2010-02-02","02 Feb 2010","4.0915"
"2010-02-03","03 Feb 2010","4.1005"
"2010-02-04","04 Feb 2010","4.1250"
"2010-02-05","05 Feb 2010","4.1435"
"2010-02-08","08 Feb 2010","4.1370"
"2010-02-09","09 Feb 2010","4.1280"
"2010-02-10","10 Feb 2010","4.1180"
"2010-02-11","11 Feb 2010","4.1045"
"2010-02-12","12 Feb 2010","4.1268"
"2010-02-15","15 Feb 2010","4.1150"
"2010-02-16","16 Feb 2010","4.1134"
"2010-02-17","17 Feb 2010","4.1188"
"2010-02-18","18 Feb 2010","4.1351"
"2010-02-19","19 Feb 2010","4.1310"
"2010-02-22","22 Feb 2010","4.1270"
"2010-02-23","23 Feb 2010","4.1241"
"2010-02-24","24 Feb 2010","4.1260"
"2010-02-25","25 Feb 2010","4.1260"
"2010-02-26","26 Feb 2010","4.1145"
"2010-03-01","01 Mar 2010","4.1110"
"2010-03-02","02 Mar 2010","4.1066"
"2010-03-03","03 Mar 2010","4.1005"
"2010-03-04","04 Mar 2010","4.0885"
"2010-03-05","05 Mar 2010","4.0910"
"2010-03-08","08 Mar 2010","4.0900"
"2010-03-09","09 Mar 2010","4.1000"
"2010-03-10","10 Mar 2010","4.0950"
"2010-03-11","11 Mar 2010","4.0953"
"2010-03-12","12 Mar 2010","4.0915"
"2010-03-15","15 Mar 2010","4.0880"
"2010-03-16","16 Mar 2010","4.0893"
"2010-03-17","17 Mar 2010","4.0812"
"2010-03-18","18 Mar 2010","4.0776"
"2010-03-19","19 Mar 2010","4.0820"
"2010-03-22","22 Mar 2010","4.0915"
"2010-03-23","23 Mar 2010","4.0725"
"2010-03-24","24 Mar 2010","4.0685"
"2010-03-25","25 Mar 2010","4.0633"
"2010-03-26","26 Mar 2010","4.0718"
"2010-03-29","29 Mar 2010","4.0682"
"2010-03-30","30 Mar 2010","4.0715"
"2010-03-31","31 Mar 2010","4.0970"
"2010-04-01","01 Apr 2010","4.1081"
"2010-04-06","06 Apr 2010","4.0940"
"2010-04-07","07 Apr 2010","4.0943"
"2010-04-08","08 Apr 2010","4.1185"
"2010-04-09","09 Apr 2010","4.1423"
"2010-04-12","12 Apr 2010","4.1280"
"2010-04-13","13 Apr 2010","4.1390"
"2010-04-14","14 Apr 2010","4.1440"
"2010-04-15","15 Apr 2010","4.1411"
"2010-04-16","16 Apr 2010","4.1463"
"2010-04-19","19 Apr 2010","4.1578"
"2010-04-20","20 Apr 2010","4.1470"
"2010-04-21","21 Apr 2010","4.1370"
"2010-04-22","22 Apr 2010","4.1416"
"2010-04-23","23 Apr 2010","4.1240"
"2010-04-26","26 Apr 2010","4.1178"
"2010-04-27","27 Apr 2010","4.1280"
"2010-04-28","28 Apr 2010","4.1370"
"2010-04-29","29 Apr 2010","4.1370"
"2010-04-30","30 Apr 2010","4.1300"
"2010-05-03","03 May 2010","4.1270"
"2010-05-04","04 May 2010","4.1420"
"2010-05-05","05 May 2010","4.1713"
"2010-05-06","06 May 2010","4.1805"
"2010-05-07","07 May 2010","4.1880"
"2010-05-10","10 May 2010","4.1683"
"2010-05-11","11 May 2010","4.1798"
"2010-05-12","12 May 2010","4.1740"
"2010-05-13","13 May 2010","4.1805"
"2010-05-14","14 May 2010","4.1845"
"2010-05-17","17 May 2010","4.1926"
"2010-05-18","18 May 2010","4.1950"
"2010-05-19","19 May 2010","4.1965"
"2010-05-20","20 May 2010","4.2031"
"2010-05-21","21 May 2010","4.1950"
"2010-05-24","24 May 2010","4.1820"
"2010-05-25","25 May 2010","4.1839"
"2010-05-26","26 May 2010","4.1711"
"2010-05-27","27 May 2010","4.1465"
"2010-05-28","28 May 2010","4.1646"
"2010-05-31","31 May 2010","4.1855"
"2010-06-01","01 Jun 2010","4.1868"
"2010-06-02","02 Jun 2010","4.1873"
"2010-06-03","03 Jun 2010","4.1900"
"2010-06-04","04 Jun 2010","4.2135"
"2010-06-07","07 Jun 2010","4.2359"
"2010-06-08","08 Jun 2010","4.2165"
"2010-06-09","09 Jun 2010","4.2157"
"2010-06-10","10 Jun 2010","4.2203"
"2010-06-11","11 Jun 2010","4.2193"
"2010-06-14","14 Jun 2010","4.2275"
"2010-06-15","15 Jun 2010","4.2358"
"2010-06-16","16 Jun 2010","4.2360"
"2010-06-17","17 Jun 2010","4.2355"
"2010-06-18","18 Jun 2010","4.2400"
"2010-06-21","21 Jun 2010","4.2315"
"2010-06-22","22 Jun 2010","4.2315"
"2010-06-23","23 Jun 2010","4.2235"
"2010-06-24","24 Jun 2010","4.2375"
